baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000003989.17	10182.5929318891	-0.0723062359797441	0.118532858253643	-0.61001006003769	0.541855143522126	0.874609939781639
ENSG00000004059.11	451.930630815619	-0.154958112924298	0.19559739739084	-0.792229932460004	0.428226618412955	0.823186424629102
ENSG00000004139.14	25.3713869122641	-1.3186803918282	0.606738128807272	-2.17339298326358	0.0297507524925219	0.320949163202677
ENSG00000004142.12	821.255327764753	-0.330639472719604	0.149562495810943	-2.21071112063785	0.0270558479500955	0.309920047974436
ENSG00000004399.12	342.256920319036	0.0974739879861879	0.186546186626524	0.522519327512903	0.601308793077269	0.897952501912721
ENSG00000004455.16	1948.89638173932	0.0498871117089301	0.091899300388683	0.542845391618166	0.587236257338533	0.893154097739941
ENSG00000004468.13	2.84218462520194	-1.31320257061367	2.03597652965139	-0.644998874735809	0.518927914925304	NA
ENSG00000004478.8	1843.8671815621	-0.0614827782267559	0.072286507951397	-0.850542929367882	0.395023303583387	0.809590111160901
ENSG00000004487.16	1942.47510279954	-0.398839265823478	0.115855206452156	-3.44256661428664	0.000576221930392249	0.0377782636971948
ENSG00000004534.15	260.185287646013	-0.138045755174399	0.217949466798009	-0.633384229851488	0.52648276079647	0.866759967969271
ENSG00000004660.14	227.903552803793	0.0129959559819076	0.212150206330795	0.0612582764196971	0.951153518957714	0.99052938601482
ENSG00000004700.16	699.802851454776	-0.0663597667522506	0.220972306916131	-0.30030806881804	0.763942179097272	0.944852418779787
ENSG00000004766.17	270.325675056852	-0.6542798853214	0.271265533941568	-2.41195361539124	0.0158673000388869	0.246635696148204
ENSG00000004776.13	3.36485598690901	3.57496754129245	1.79168947801109	1.99530531666734	0.0460095903958049	NA
ENSG00000004777.18	8.56501737998133	0.303908296597699	1.29805280727996	0.234126296629282	0.814886931442232	0.958199730923343
ENSG00000004779.10	1123.11445768379	-0.450995340380353	0.156837710147589	-2.8755542270794	0.00403318860441272	0.118585463496492
ENSG00000004799.8	3225.49168615062	0.013827336660966	0.118512207293821	0.116674366098715	0.907118104401279	0.979613692353696
ENSG00000004809.14	0	NA	NA	NA	NA	NA
ENSG00000004838.14	0.940601354816997	1.70453510123152	2.69690197322785	0.632034504091155	0.527364331089001	NA
ENSG00000004846.16	3.63102110352398	0.577595161847454	1.91893998773062	0.300996990807686	0.763416789173137	NA
ENSG00000004848.8	0	NA	NA	NA	NA	NA
ENSG00000004864.13	623.685776390764	-0.0530533458003091	0.155379555080701	-0.341443543024398	0.732769699850609	0.936911843645944
ENSG00000004866.20	352.740070855687	-0.0677502578516883	0.148184344092466	-0.457202535575638	0.647525476035229	0.910535464281512
ENSG00000004897.12	932.359728640409	-0.204445769690465	0.135363897937379	-1.51034192133743	0.130956200032251	0.569068854014092
ENSG00000004939.15	26.0205166697548	-1.46986235722008	1.04672859605845	-1.40424400628299	0.160246201750833	0.607989268803743
ENSG00000004948.14	0.0365745049978937	1.1276830886235	6.23277661008454	0.180927884820856	0.856424181121963	NA
ENSG00000004961.15	677.11609987185	0.291401852228484	0.196737196826926	1.4811731433016	0.138560440905799	0.579806069935719
ENSG00000004975.12	427.316095451172	-0.0238377060237796	0.147193485269994	-0.16194810510842	0.871346720392309	0.973313272302496
ENSG00000005001.10	2.07740506695116	2.86294834260997	2.68911597034792	1.06464294369557	0.287037538739255	NA
ENSG00000005007.12	998.982654324089	0.126909187564825	0.134464820001114	0.943809596917419	0.345266955557916	0.774092412463654
ENSG00000005020.13	172.456469144986	-0.531200610800214	0.223409172476272	-2.37770278145868	0.0174208613896937	0.25641658706519
ENSG00000005022.6	5525.40479593273	0.285362269483999	0.177162007612753	1.6107419041432	0.107235988257108	0.52868425402555
ENSG00000005059.16	176.212234201647	0.486969396320577	0.256666084430077	1.89728766619822	0.0577899819230785	0.41784157346161
ENSG00000005073.5	60.0415118437942	0.000111252891456082	0.434869276851899	0.000255830653895495	0.999795876673303	0.999861364597595
ENSG00000005075.15	269.121016592472	0.012723440934642	0.2209707689645	0.057579746833782	0.954083382587896	0.99052938601482
ENSG00000005100.13	783.941828845906	0.107181555201251	0.11017462605721	0.972833392196816	0.330636113667039	0.761876419635914
ENSG00000005102.13	29.1308609585398	0.164389608342409	0.487177005546572	0.337433020177086	0.735790496233501	0.938603426309647
ENSG00000005108.16	0	NA	NA	NA	NA	NA
ENSG00000005156.11	459.751646953173	0.144498015123012	0.157259470388704	0.918850958647203	0.358173534115728	0.782044817833004
ENSG00000005175.10	510.140735397134	-0.326295413574756	0.169975113326376	-1.91966580983078	0.0549001255564474	0.408296490539274
ENSG00000005187.12	5.26414795885536	0.909394241624506	1.08106112308983	0.841205203111293	0.400232986153761	NA
ENSG00000005189.19	145.525743556442	0.0201781136716424	0.224079767072007	0.0900487979584441	0.928248437145603	0.984048006494239
ENSG00000005194.15	714.187058334437	-0.193546968344536	0.164724460413855	-1.17497406188654	0.240005093140643	0.696442841023099
ENSG00000005206.17	134.143560937559	0.0919663207608164	0.290864241750216	0.31618297322293	0.751863630730364	0.942192996626473
ENSG00000005238.19	30.1800665501897	-0.502498401679266	0.487876705695196	-1.0299700637751	0.30302405868139	0.742954242187848
ENSG00000005243.10	2.08103986787321	-0.968542860083387	2.15201639911769	-0.450062955133837	0.652665047172519	NA
ENSG00000005249.13	0.152871203302411	0.165942442974734	6.23277661008454	0.0266241602027323	0.978759503032759	NA
ENSG00000005302.18	297.079910759508	0.249337994105446	0.197188006026463	1.26446835753278	0.206061971064255	0.667934699204168
ENSG00000005339.14	672.799377347164	0.11822168471611	0.179284339099031	0.659408877039775	0.509633243251284	0.860339551402925
ENSG00000005379.17	0	NA	NA	NA	NA	NA
ENSG00000005381.7	0.120352884975713	-0.795770178898363	6.23277661008454	-0.12767506822093	0.898406121267815	NA
ENSG00000005421.8	1.97164970757481	2.77964214142779	2.15054841085018	1.29252711885194	0.196174660654649	NA
ENSG00000005436.13	345.14170121438	0.00175181730593417	0.174744839775159	0.0100250016434718	0.992001339945308	0.999015703739972
ENSG00000005448.16	420.720700003972	-0.14871900703775	0.184554835172944	-0.805825579689567	0.420343426632663	0.819333944372486
ENSG00000005469.11	38.8626524197792	0.514624157012575	0.5687096944133	0.90489781002147	0.365519527339031	0.788694831581054
ENSG00000005471.17	0.242231788434156	-2.13183190421685	6.15285705640198	-0.346478373327185	0.728983234465779	NA
ENSG00000005483.20	605.6182221114	-0.160623849206795	0.16262245038919	-0.987710176684633	0.323294609043779	0.758595262863
ENSG00000005486.17	480.204676172253	0.0895729932070551	0.166834494903372	0.536897320059228	0.591338542281833	0.89382866013143
ENSG00000005513.10	0.190707594757172	-0.795770178898365	6.23277661008454	-0.127675068220931	0.898406121267815	NA
ENSG00000005700.15	1140.39340073022	-0.142294120203888	0.159337058292777	-0.893038454007522	0.371836580105325	0.792251906154009
ENSG00000005801.18	190.948666609225	-0.0741947137000146	0.207245502550617	-0.358003974932549	0.720340338876592	0.932474542037752
ENSG00000005810.18	1214.5263121215	-0.277872803265387	0.132142093317374	-2.10283336890996	0.0354803379910876	0.346620688575087
ENSG00000005812.11	709.746354957737	0.342958462233995	0.148055319906764	2.31642106781417	0.0205352895486323	0.275595435121885
ENSG00000005844.17	5.88378298010351	-0.881532191159803	1.88485516328086	-0.467692270649258	0.640004669308444	NA
ENSG00000005882.11	225.065281304151	0.103040300187427	0.242226741862453	0.425387797380102	0.670554000058165	0.919543707429729
ENSG00000005884.18	1511.78312926915	-0.131114538181032	0.136608684609826	-0.95978186566626	0.33716501096991	0.768060645960421
ENSG00000005889.15	1254.83114542802	-0.180914613855485	0.124955021138526	-1.44783788764216	0.147662393948749	0.592884676196986
ENSG00000005893.15	1168.4886278833	0.128963687904682	0.126425849194126	1.02007373275903	0.307693493274274	0.747010745111955
ENSG00000005961.18	1.17740639656379	2.97896934001059	2.42395340523649	1.22897137113902	0.219082540070796	NA
ENSG00000005981.13	5.95307710124071	3.76582942988558	1.55310168395386	2.42471530923758	0.0153203956168794	NA
ENSG00000006007.12	602.872398490849	0.382344151043461	0.146476604082178	2.6102745447932	0.0090469583809763	0.189549799872293
ENSG00000006015.17	226.491269849005	-0.0973074349700967	0.21363592051169	-0.455482555260513	0.64876211493718	0.910535464281512
ENSG00000006016.11	7.27515818071026	0.679424406131389	1.08014338605606	0.629013161495326	0.529340439708319	0.867928821724738
ENSG00000006025.12	42.0851699781722	-0.0274463036033382	0.483661615152456	-0.0567469130141469	0.954746803017561	0.99052938601482
ENSG00000006042.12	11.5723745457829	1.16699368228799	1.35363159575905	0.862120599093731	0.388621157038018	0.804893818381749
ENSG00000006047.13	0.0753187460580917	0.165942442974733	6.23277661008454	0.0266241602027322	0.97875950303276	NA
ENSG00000006059.3	0.398156347333643	2.01119057890468	6.20562385844472	0.324091602195292	0.745868684584781	NA
ENSG00000006062.16	127.068939284739	0.364378398860933	0.297362014870542	1.22536968623772	0.220435963061029	0.680311972163178
ENSG00000006071.13	2.71237927113683	3.02324408827942	1.71671274694371	1.7610657890563	0.0782272685514633	NA
ENSG00000006116.3	0.232080861727998	2.08944241688012	6.23277661008454	0.335234606916512	0.737448118335353	NA
ENSG00000006118.14	319.871339152422	0.0720924930987873	0.179238770938268	0.402214837344632	0.687525923599866	0.924938403502267
ENSG00000006125.18	2059.70491460445	0.0972234955140967	0.175922426767682	0.552649808784683	0.580503228165366	0.890287797802349
ENSG00000006128.12	0	NA	NA	NA	NA	NA
ENSG00000006194.10	209.628460593538	-0.0422101800570667	0.218568658802689	-0.193120918105516	0.84686427074257	0.968729523914956
ENSG00000006210.7	6.85327500408316	0.305310165656826	1.8927089862717	0.161308562421016	0.871850379739757	0.973313272302496
ENSG00000006282.21	117.225354617215	0.329358481707165	0.253296647088291	1.30028756990361	0.193502426694337	0.651522243522157
ENSG00000006283.18	0.92613576084785	3.18669239627576	3.17619799375897	1.00330407693016	0.315714169656894	NA
ENSG00000006327.13	571.758312016252	0.590960630074542	0.198450976726225	2.97786707741835	0.00290261836058476	0.0980577432218947
ENSG00000006377.11	0	NA	NA	NA	NA	NA
ENSG00000006432.15	104.808730433899	0.0415619291579159	0.358419825104591	0.115958789795703	0.907685202379214	0.979701775116637
ENSG00000006451.8	427.568083727665	-0.056035385353739	0.205418179836546	-0.272786884774888	0.785017041790764	0.949716196277461
ENSG00000006453.14	297.700415113868	0.0831925629471861	0.197382258921972	0.421479434887171	0.673405025112718	0.919642524170169
ENSG00000006459.11	83.2150240015826	0.417135577710227	0.380871660018188	1.09521295884894	0.273423349693181	0.724804074443974
ENSG00000006468.14	0.373183873771097	-1.87335132506599	6.19626327123846	-0.302335656679023	0.762396199272951	NA
ENSG00000006530.17	221.751897294703	-0.117556247082453	0.257954067074731	-0.455725503441652	0.648587380153264	0.910535464281512
ENSG00000006534.16	685.432145245024	-0.0686159819835425	0.144270440732988	-0.47560665674083	0.634354632062118	0.90840522981683
ENSG00000006555.11	1.23647404128049	0.306498525789077	2.65147575950675	0.115595447060053	0.907973171436823	NA
ENSG00000006576.16	276.779373385223	0.156023174704186	0.217038160965442	0.718874386007301	0.472218319696611	0.841906478220054
ENSG00000006606.8	31.7904827849712	-0.647130975931901	0.450271810229314	-1.43720073349102	0.150660964653953	0.598231399514328
ENSG00000006607.14	238.55567621464	-0.175253045863943	0.232025655500009	-0.755317533685132	0.450058480700225	0.830981085650075
ENSG00000006611.16	195.061531532079	0.00565285616595337	0.198404505180329	0.0284915716042613	0.97727009018738	0.995382188248227
ENSG00000006625.18	706.213058150843	0.0177182633498155	0.168135258360681	0.105381010042561	0.9160734839456	0.981553271083967
ENSG00000006634.8	402.150267044874	-0.63575621004916	0.215252441249303	-2.95353774553866	0.0031415418734773	0.10235604918173
ENSG00000006638.11	49.0238151351185	0.265634893310425	0.375997823189729	0.70647987016772	0.479889766712828	0.847166512359654
ENSG00000006652.14	285.001960610041	0.334323540726475	0.193546444713149	1.72735562888778	0.0841038142320541	0.4811227103889
ENSG00000006659.13	0	NA	NA	NA	NA	NA
ENSG00000006695.11	163.10288838321	0.041027775308128	0.298008693541582	0.137673082018338	0.890498794223748	0.977227233304759
ENSG00000006704.10	479.511492111712	0.286786225252685	0.235644971648099	1.21702671288466	0.223594052449933	0.68268862542687
ENSG00000006712.15	693.709581311455	0.214590371260052	0.333880705713977	0.642715699312926	0.520408592228697	0.864537187525468
ENSG00000006715.16	409.433305893029	-0.637442860880417	0.197791093620313	-3.22280871809159	0.00126940292287085	0.0586714184275384
ENSG00000006740.17	0.204966635849941	1.12772979500702	6.23277661008454	0.180935378492849	0.856418299106613	NA
ENSG00000006744.19	858.210004913644	-0.00805149321856424	0.149002581783673	-0.0540359309361072	0.956906537300389	0.990821424729754
ENSG00000006747.15	24.4155817988908	-0.694245839980192	0.732259253741739	-0.948087492828116	0.34308491489808	0.772697017800432
ENSG00000006756.16	107.567732544423	-0.0569460759272701	0.28724138957225	-0.198251637802171	0.842848188046169	0.96721843228998
ENSG00000006757.12	195.199955434655	-0.0670816674482726	0.215386651104627	-0.311447655201653	0.755460330404052	0.943306384527746
ENSG00000006788.14	0.838872281160841	-0.968294245945144	4.87371457048602	-0.198676847390467	0.842515536076066	NA
ENSG00000006831.10	999.326858445268	-0.50667085758874	0.132086445250346	-3.83590349962434	0.000125103526284398	0.013752371420921
ENSG00000006837.12	17.724244281323	-0.141402231474527	0.6684610118343	-0.211533999696572	0.832470604483216	0.962717824619143
ENSG00000007001.12	0.484521442340389	1.29371566300072	3.43855781301877	0.376237868708375	0.706740064962248	NA
ENSG00000007038.11	1794.7179698419	0.288934359264954	0.123108033309134	2.34699841674358	0.0189253352005363	0.266134609021381
ENSG00000007047.15	45.9205579176904	0.444461762051365	0.528580359162971	0.840859396961303	0.400426707223373	0.81158814541423
ENSG00000007062.11	1.64339368697683	0.18877824912449	2.33739724989173	0.080764298466268	0.935629400979887	NA
ENSG00000007080.11	894.493009218615	0.764454342804988	0.53852893769161	1.41952324062993	0.155746526167368	0.602380248441683
ENSG00000007129.18	0	NA	NA	NA	NA	NA
ENSG00000007168.13	1248.78178934709	0.334336723487056	0.103642502233574	3.22586502913233	0.00125592568616009	0.0583585622744715
ENSG00000007171.17	0.275112145981642	1.12770177123135	6.23277661008454	0.180930882298388	0.85642182830801	NA
ENSG00000007174.18	0.0335710051338076	-0.795770178898364	6.23277661008454	-0.12767506822093	0.898406121267815	NA
ENSG00000007202.15	2146.36527410768	-0.0696362676330573	0.135764301020528	-0.512920311964247	0.608007064372778	0.900166600349734
ENSG00000007216.14	0.144411569382683	1.62374285722078	6.17791567134652	0.26283020740341	0.792681451690268	NA
ENSG00000007237.18	55.4843362229109	0.450608670503194	0.433916655626746	1.0384682511261	0.299052108864345	0.741329154909458
ENSG00000007255.10	36.5663936703853	-0.216517263366967	0.498287531622182	-0.434522739636073	0.663908885609345	0.9165383638677
ENSG00000007264.15	295.587173780296	-0.297341754688845	0.261768604724921	-1.13589540274055	0.256000342565514	0.705613146424498
ENSG00000007306.15	0	NA	NA	NA	NA	NA
ENSG00000007312.12	0.0365745049978937	1.1276830886235	6.23277661008454	0.180927884820856	0.856424181121963	NA
ENSG00000007314.12	2.3255095241641	0.875675830879018	2.00293528803619	0.437196266953582	0.661969016801354	NA
ENSG00000007341.19	246.247946350218	-0.0340413597316168	0.230369682739286	-0.147768401322765	0.882525547614786	0.975591296611308
ENSG00000007350.17	0.240705769951427	-1.37920659651944	6.22092662677602	-0.221704366449699	0.82454403076742	NA
ENSG00000007372.22	86.2828554628952	0.552494200835096	0.313503681077632	1.76232125548243	0.0780150346046135	0.47003525920442
ENSG00000007376.8	110.839230025747	0.480390850918601	0.302309264307468	1.58907088745389	0.112044389563789	0.535094184523427
ENSG00000007384.15	67.3398574611931	0.00427712153111919	0.348534883260152	0.0122717172270148	0.990208832040871	0.998625196762337
ENSG00000007392.16	246.485758497075	0.216890211702301	0.222361312698001	0.975395445685596	0.329364141906567	0.760882864569457
ENSG00000007402.11	1.93718547224476	1.06430140275423	2.77627348099232	0.383356110282701	0.701455741030348	NA
ENSG00000007516.13	2.84002355917902	1.56081139094976	2.29880288748309	0.678967039517972	0.497158746478405	NA
ENSG00000007520.4	288.746389821095	0.122038250186218	0.214470864220143	0.56902018197191	0.569342443829712	0.885208524415156
ENSG00000007541.16	329.248068937379	0.0816129073408883	0.218339541201045	0.373788947672744	0.708561342936608	0.92873882312195
ENSG00000007545.15	170.614800856824	0.267031599268596	0.254839984038534	1.0478402762269	0.294712202555583	0.738531431429464
ENSG00000007866.21	89.0071220206103	0.343033050956864	0.334952610777384	1.02412412956187	0.305776648633873	0.746515939701984
ENSG00000007908.16	0	NA	NA	NA	NA	NA
ENSG00000007923.16	690.452664823899	0.395932743289521	0.170338502448085	2.32438783715497	0.020104716855378	0.273486906431797
ENSG00000007933.13	0	NA	NA	NA	NA	NA
ENSG00000007944.15	72.1534517689126	0.205591270831021	0.311850425932088	0.65926243395862	0.509727261013293	0.860339551402925
ENSG00000007952.18	1.78463628635183	3.06094198700677	2.53388261064548	1.20800465425943	0.227045472094481	NA
ENSG00000007968.7	353.400375143853	0.0726891675231201	0.181181398658668	0.401195531446696	0.688276170434991	0.924955906755302
ENSG00000008018.9	1627.47243772017	-0.233993068342969	0.155109187698356	-1.50857000681365	0.131408703783753	0.569372024709769
ENSG00000008056.14	2.4500578371315	-0.189456706992371	2.02561981483779	-0.0935302397836894	0.925482327109053	NA
ENSG00000008083.14	179.749715491258	0.147470325216999	0.24015314415809	0.614067851303755	0.539170491338301	0.873583632360901
ENSG00000008086.11	170.758530253074	-0.332826528046037	0.250559456227214	-1.32833353431379	0.184067946136394	0.636910443454994
ENSG00000008118.10	0.0335710051338076	-0.795770178898364	6.23277661008454	-0.12767506822093	0.898406121267815	NA
ENSG00000008128.23	109.179233359531	0.331368154880188	0.645199856164516	0.51358993917025	0.607538715079724	0.900166600349734
ENSG00000008130.15	633.729204615677	0.0836649340658222	0.174826661278582	0.478559353899141	0.632252140050514	0.907303807409187
ENSG00000008196.13	0	NA	NA	NA	NA	NA
ENSG00000008197.4	0	NA	NA	NA	NA	NA
ENSG00000008226.19	0.187328897319647	2.11035598476242	6.16153303027866	0.342505018538703	0.731970867886942	NA
ENSG00000008256.16	193.680443475883	0.240344507987016	0.270129030293656	0.889739646737481	0.373605700205555	0.794242453692485
ENSG00000008277.14	46.5445794864677	0.168229975922769	0.47825075257489	0.351761027070054	0.725017488726011	0.934473792905333
ENSG00000008282.8	658.115780825851	-0.147925149704364	0.144914052889694	-1.02077850115035	0.307359392340579	0.747010745111955
ENSG00000008283.16	228.44696327087	-0.10903300546781	0.234208808371301	-0.46553759538777	0.641546520504154	0.908823563781613
ENSG00000008294.21	997.149042473629	-0.138551437415901	0.127324740480365	-1.08817372722049	0.276518420817439	0.726390583572137
ENSG00000008300.17	72.4511420401223	0.179898409380336	0.390836866804677	0.460290276224738	0.645307879775941	0.909836312456187
ENSG00000008311.15	13.2808318841612	1.64895881335599	1.0545966145896	1.56359198440788	0.117913418479219	0.545612261010022
ENSG00000008323.15	4.1960863629693	2.32273879073808	1.52761549339248	1.52049962885609	0.128385451955261	NA
ENSG00000008324.11	137.97874115216	-0.780884673883494	0.229580505654219	-3.40135444713942	0.000670528254964545	0.0414081891364929
ENSG00000008382.15	77.4227271203032	0.328759858816678	0.395404399623096	0.831452202175939	0.405718219484457	0.814288760295557
ENSG00000008394.13	812.543119855091	0.250708967752993	0.284257131629072	0.881979517334128	0.377787883868176	0.798095021354167
ENSG00000008405.12	180.797124573773	-0.0859519135130443	0.227511623240633	-0.377791307049554	0.705585631955534	0.928689264586646
ENSG00000008438.5	0	NA	NA	NA	NA	NA
ENSG00000008441.16	62.2332272886589	0.0337316804102531	0.429971214341518	0.0784510201733196	0.93746929032076	0.986520314149114
ENSG00000008513.16	170.632309967465	-0.15203371600592	0.247704422075216	-0.613770697883442	0.539366862937659	0.873669781171554
ENSG00000008516.17	0.542651864054477	2.13506498786189	4.55663239442776	0.468562043862224	0.639382713148421	NA
ENSG00000008517.16	21198.6059143292	-0.119411108601697	0.935998822607216	-0.127576131206104	0.898484421293725	0.978713526501613
ENSG00000008710.19	434.817358160202	0.13725531927287	0.281387123074778	0.487781095925968	0.625704902859173	0.90597608085369
ENSG00000008735.14	4.02326396121745	1.57470026851404	1.99183791503317	0.790576510583101	0.429191158466696	NA
ENSG00000008838.20	463.696754965179	0.225828025407365	0.137762959312385	1.63925068490498	0.101161061937918	0.515178329618731
ENSG00000008853.16	380.148424863252	-0.0629073563277584	0.297475962849712	-0.211470384783795	0.832520239172947	0.962717824619143
ENSG00000008869.12	321.185483191629	0.0764278135970026	0.172322695921707	0.443515656415489	0.657392797308879	0.913801799020073
ENSG00000008952.17	1431.1978919119	0.0767951768812848	0.209105374210825	0.367255873604941	0.713428165523888	0.930437578954349
ENSG00000008988.9	6516.73708801629	-0.290150555808311	0.128759418156243	-2.25343170979717	0.0242319420453997	0.297462934444635
ENSG00000009307.16	6634.04918871597	0.00719056444953226	0.123952090446796	0.0580108364741027	0.953739996806434	0.99052938601482
ENSG00000009335.18	1153.16711868814	-0.0131517472118393	0.114346509697075	-0.115016603888309	0.908431961384124	0.979991759597655
ENSG00000009413.15	601.149884386442	0.0972437710326189	0.192909353512629	0.504090492565219	0.614197787662846	0.901749657690055
ENSG00000009694.13	0.655085998228837	3.71864327521235	3.4637511362114	1.07358846781346	0.283007168523601	NA
ENSG00000009709.12	0	NA	NA	NA	NA	NA
ENSG00000009724.16	0.142525118773792	0.0670124574709683	6.18672895947905	0.0108316459165864	0.991357765946444	NA
ENSG00000009765.14	5.55055569276353	3.26281194865098	1.71190696338047	1.90595167754208	0.0566564753830901	NA
ENSG00000009780.15	121.450264802348	-0.148916541691352	0.29438935289168	-0.505848938586257	0.612962700158884	0.901243706275431
ENSG00000009790.15	0	NA	NA	NA	NA	NA
ENSG00000009830.11	105.040521331161	0.391106511502265	0.266220678865987	1.46910643143219	0.141803923613457	0.584355512189228
ENSG00000009844.16	387.039720578504	-0.222075380234136	0.218946614384522	-1.01429008554624	0.310444353485542	0.749958820279269
ENSG00000009950.16	29.1803074091687	0.805287321793081	0.650038673158758	1.23882986512159	0.215408511319346	0.67551134801302
ENSG00000009954.11	2143.11389006049	-0.141728072331602	0.142864954687759	-0.99204225865859	0.321176911529516	0.75720756672467
ENSG00000010017.13	660.382331577606	0.0107883608877486	0.170690311737599	0.0632042954162123	0.949603824373234	0.990093639665232
ENSG00000010030.14	0.630377037964319	0.601042922597679	4.51793516676081	0.133034871110956	0.894165802439323	NA
ENSG00000010072.16	187.90171027371	-0.0210809330173367	0.294672626081308	-0.0715401810398224	0.94296784661853	0.988574812098069
ENSG00000010165.20	443.854942119783	0.313840786334459	0.221083195058589	1.41955966509028	0.155735915071689	0.602380248441683
