Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
RIBO-HELA-R2.2-filtered.unmapped.fastq.gz - polya	(1, 0.17152677661007226)	(2, 0.18244622862157286)	(3, 0.19204574687344153)	(4, 0.19751931833820893)	(5, 0.20290058674286224)	(6, 0.20891874626230295)	(7, 0.21488152394567522)	(8, 0.21733678534471085)	(9, 0.22019818020824863)	(10, 0.22755473409934412)	(11, 0.23130223833997746)	(12, 0.2347451424822342)	(13, 0.24782448610040525)	(14, 0.25221811176183745)	(15, 0.2577562953686847)	(16, 0.2665989285276176)	(17, 0.2785706354244192)	(18, 0.2889178084632122)	(19, 0.2947975133924817)	(20, 0.3004372303654546)	(21, 0.304701631742727)	(22, 0.30786762670464135)	(23, 0.3098059909670379)	(24, 0.31129207023487526)	(25, 0.3125750827704616)	(26, 0.31376579224593376)	(27, 0.315002653251463)	(28, 0.3158426110985015)	(29, 0.31657180527340306)	(30, 0.3170702417980193)	(31, 0.3176702116887611)	(32, 0.3180763451532632)	(33, 0.31848247861776535)	(34, 0.31897168483637023)	(35, 0.31930397585278103)	(36, 0.3194978122790207)	(37, 0.3196270365631805)	(38, 0.31970087901127175)	(39, 0.319728569929306)	(40, 0.31975626084734027)	(41, 0.3197839517653745)	(42, 0.3198024123773973)	(43, 0.31982087298942014)	(44, 0.31982087298942014)	(45, 0.31982087298942014)	(46, 0.31983010329543154)	(47, 0.31983010329543154)	(48, 0.31983933360144295)	(49, 0.31984856390745436)	(50, 0.3198762548254886)	(51, 0.3198762548254886)	(52, 0.3198762548254886)	(53, 0.3198762548254886)	(54, 0.3198762548254886)	(55, 0.3198762548254886)	(56, 0.3198762548254886)	(57, 0.3198762548254886)	(58, 0.3199039457435228)	(59, 0.31992240635554564)	(60, 0.3200147094156598)	(61, 0.32007009125172825)	(62, 0.3201716246178538)	(63, 0.3203746913501049)	(64, 0.3203746913501049)	(65, 0.3203746913501049)
RIBO-HELA-R2.2-filtered.unmapped.fastq.gz - polyg	(1, 0.2730786033476289)	(2, 0.2774629987030497)	(3, 0.2807951391731695)	(4, 0.2813858787578999)	(5, 0.28213353354482423)	(6, 0.2832042490421481)	(7, 0.2857610438073092)	(8, 0.2878470929658884)	(9, 0.28852090530472146)	(10, 0.2896562329441252)	(11, 0.29144691231033915)	(12, 0.2921853367912521)	(13, 0.29250839750165153)	(14, 0.29274838545794823)	(15, 0.29299760372025635)	(16, 0.2933114341246444)	(17, 0.29358834330498673)	(18, 0.2937175675891465)	(19, 0.2939483252394318)	(20, 0.2941513919716829)	(21, 0.2943821496219682)	(22, 0.29458521635421925)	(23, 0.2949175073706301)	(24, 0.29523133777501814)	(25, 0.2953882529772121)	(26, 0.2955174772613719)	(27, 0.2957297742996344)	(28, 0.29584053797177134)	(29, 0.2959051501138512)	(30, 0.29595130164390826)	(31, 0.2959882228679539)	(32, 0.2960251440919996)	(33, 0.296034374398011)	(34, 0.29607129562205664)	(35, 0.29609898654009087)	(36, 0.2961174471521137)	(37, 0.2961359077641365)	(38, 0.2961543683761593)	(39, 0.2961543683761593)	(40, 0.2961543683761593)	(41, 0.29616359868217074)	(42, 0.29616359868217074)	(43, 0.29616359868217074)	(44, 0.29617282898818215)	(45, 0.29617282898818215)	(46, 0.29617282898818215)	(47, 0.29617282898818215)	(48, 0.29617282898818215)	(49, 0.29617282898818215)	(50, 0.29617282898818215)	(51, 0.29617282898818215)	(52, 0.29617282898818215)	(53, 0.29617282898818215)	(54, 0.29617282898818215)	(55, 0.29617282898818215)	(56, 0.29617282898818215)	(57, 0.29617282898818215)	(58, 0.29617282898818215)	(59, 0.29617282898818215)	(60, 0.29617282898818215)	(61, 0.29617282898818215)	(62, 0.29617282898818215)	(63, 0.29617282898818215)	(64, 0.29617282898818215)	(65, 0.29617282898818215)
RIBO-HELA-R3.0-raw.fastq - illumina_universal_adapter	(1, 16.35746552892098)	(2, 16.446583300567056)	(3, 16.45081284432988)	(4, 16.453748309461112)	(5, 16.456324572619234)	(6, 16.458225250609388)	(7, 16.460378083627024)	(8, 16.463663235447306)	(9, 16.467095874170454)	(10, 16.47034534367553)	(11, 16.47368282955812)	(12, 16.479522835147396)	(13, 16.488072317871577)	(14, 16.496602770027646)	(15, 16.514246485488204)	(16, 16.541997811437092)	(17, 16.631441481562078)	(18, 16.69525811290365)	(19, 16.782399084287125)	(20, 16.887616716555698)	(21, 17.0324678857379)	(22, 17.153740181029708)	(23, 17.30582534491537)	(24, 17.46490424258208)	(25, 17.7982246430585)	(26, 18.031513241076787)	(27, 18.37853565059363)	(28, 18.87862805589592)	(29, 21.139595140363642)	(30, 23.126676667388796)	(31, 27.96656643187148)	(32, 33.655157684789614)	(33, 40.94040884463732)	(34, 46.05085143832201)	(35, 52.358300114485516)	(36, 57.92479362122)	(37, 63.72005834486725)	(38, 67.07123672121295)	(39, 72.31775263453832)	(40, 79.50085484122548)	(41, 85.97199970664379)	(42, 88.27377308678503)	(43, 89.25960171257034)	(44, 90.19841056219367)	(45, 91.1438801106561)	(46, 91.91821965419507)	(47, 92.5737680127598)	(48, 93.13341420214664)	(49, 93.6354263160072)	(50, 93.91011115731045)	(51, 94.10066661463392)	(52, 94.23889276729224)	(53, 94.27178472545229)	(54, 94.28552717444995)	(55, 94.29291817134035)	(56, 94.29834188325218)	(57, 94.30133681890875)	(58, 94.30365854821838)	(59, 94.30525711593977)	(60, 94.30682713780898)	(61, 94.30856129832816)	(62, 94.30951044791273)	(63, 94.31038109640384)	(64, 94.31119465319061)	(65, 94.31187975364263)
RIBO-HELA-R3.0-raw.fastq - polya	(1, 0.42797368862198726)	(2, 0.454547498168962)	(3, 0.4777957159384172)	(4, 0.4972187895174207)	(5, 0.506960061569597)	(6, 0.5115940049047959)	(7, 0.5167631829681363)	(8, 0.5187043009155297)	(9, 0.5206263882948113)	(10, 0.5234619429434546)	(11, 0.5250343436336838)	(12, 0.5263783775065726)	(13, 0.5298562138289857)	(14, 0.531048003156981)	(15, 0.5325133569015819)	(16, 0.5344544748489752)	(17, 0.5373138177077581)	(18, 0.5400565983368568)	(19, 0.5416456507741837)	(20, 0.5429682752579469)	(21, 0.5441505493018862)	(22, 0.5449403178785217)	(23, 0.5456587218247384)	(24, 0.5460988037123214)	(25, 0.5465127185687509)	(26, 0.5467957982694125)	(27, 0.5471264543903532)	(28, 0.5473524423866797)	(29, 0.5476069762351736)	(30, 0.5477925242742627)	(31, 0.5480018605234914)	(32, 0.5481826509205526)	(33, 0.5483658201386277)	(34, 0.5484443212320884)	(35, 0.5484966552943956)	(36, 0.5485632622827866)	(37, 0.5486108387030658)	(38, 0.5486298692711775)	(39, 0.5486441421972613)	(40, 0.5486536574813171)	(41, 0.5486584151233451)	(42, 0.5486607939443591)	(43, 0.5486607939443591)	(44, 0.548663172765373)	(45, 0.5486679304074009)	(46, 0.5486726880494288)	(47, 0.5486726880494288)	(48, 0.5486822033334847)	(49, 0.5487012339015964)	(50, 0.548725022111736)	(51, 0.548732158574778)	(52, 0.5487464315008617)	(53, 0.5487583256059315)	(54, 0.5487725985320153)	(55, 0.5488082808472247)	(56, 0.5488344478783783)	(57, 0.5488939184037274)	(58, 0.5491294216841096)	(59, 0.5496694140542792)	(60, 0.5501761029302531)	(61, 0.5530187940419383)	(62, 0.5552429916899931)	(63, 0.5625293204557602)	(64, 0.563050282257818)	(65, 0.5638876272547327)
RIBO-HELA-R3.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.5497848823036027)	(2, 0.5840005276954479)	(3, 0.6139208350823355)	(4, 0.6389299963765362)	(5, 0.6514698098246757)	(6, 0.6574287487830514)	(7, 0.6640862163185528)	(8, 0.666586213331424)	(9, 0.6690555731260003)	(10, 0.672707529546763)	(11, 0.6747265222324029)	(12, 0.6764483339005815)	(13, 0.68092136777165)	(14, 0.6824440375209111)	(15, 0.6843159715587349)	(16, 0.6867577578568457)	(17, 0.6903606947283366)	(18, 0.693801254342864)	(19, 0.6957283353736189)	(20, 0.6973184070031289)	(21, 0.6986970818264034)	(22, 0.6995549239386631)	(23, 0.7002871534559134)	(24, 0.7007007559028958)	(25, 0.7010775936879242)	(26, 0.7013655835398971)	(27, 0.7017117841066305)	(28, 0.7019354358001839)	(29, 0.7022203619303273)	(30, 0.7024317587365628)	(31, 0.7026462192646277)	(32, 0.7028361700180566)	(33, 0.7030322482151447)	(34, 0.7030996500953935)	(35, 0.7031425422010066)	(36, 0.703213007803085)	(37, 0.7032528361868685)	(38, 0.703262027352357)	(39, 0.7032773459615045)	(40, 0.7032834734051635)	(41, 0.703286537126993)	(42, 0.703286537126993)	(43, 0.703286537126993)	(44, 0.703286537126993)	(45, 0.703286537126993)	(46, 0.703286537126993)	(47, 0.703286537126993)	(48, 0.703292664570652)	(49, 0.7032957282924815)	(50, 0.703298792014311)	(51, 0.703298792014311)	(52, 0.703298792014311)	(53, 0.703298792014311)	(54, 0.703298792014311)	(55, 0.7033018557361405)	(56, 0.7033018557361405)	(57, 0.70330491945797)	(58, 0.70330491945797)	(59, 0.7033079831797995)	(60, 0.703323301788947)	(61, 0.703323301788947)	(62, 0.7033447478417535)	(63, 0.7034121497220025)	(64, 0.7034121497220025)	(65, 0.7034121497220025)
RIBO-HELA-R3.2-filtered.unmapped.fastq.gz - polya	(1, 0.1364005458214474)	(2, 0.14578322234915178)	(3, 0.1533386979951221)	(4, 0.15800719624795262)	(5, 0.16233766233766234)	(6, 0.16728024072275297)	(7, 0.17214059506816556)	(8, 0.17435150813506375)	(9, 0.1770466294356215)	(10, 0.18318602439824794)	(11, 0.18626485788396982)	(12, 0.189197515299153)	(13, 0.20040739270859143)	(14, 0.20459168272776243)	(15, 0.2096713011789831)	(16, 0.21669688856925054)	(17, 0.22702057355104796)	(18, 0.23663165018896912)	(19, 0.24213152484298864)	(20, 0.2466903910429151)	(21, 0.2504635608636959)	(22, 0.2529028740408109)	(23, 0.2550315630680311)	(24, 0.2562466516543842)	(25, 0.2573247001746073)	(26, 0.25818348458902235)	(27, 0.2592158530872021)	(28, 0.259882781409035)	(29, 0.26072329381463266)	(30, 0.2613536781188309)	(31, 0.26199319842743785)	(32, 0.26254135869195805)	(33, 0.26312606297411295)	(34, 0.2633270550711037)	(35, 0.2634549591328251)	(36, 0.2636650872342245)	(37, 0.2637838552915372)	(38, 0.26381126330476323)	(39, 0.2638569433268066)	(40, 0.2638752153356239)	(41, 0.2638843513400326)	(42, 0.2638843513400326)	(43, 0.2638843513400326)	(44, 0.2638843513400326)	(45, 0.2638843513400326)	(46, 0.2638843513400326)	(47, 0.2638843513400326)	(48, 0.2639026233488499)	(49, 0.2639117593532586)	(50, 0.2639208953576673)	(51, 0.2639208953576673)	(52, 0.2639208953576673)	(53, 0.2639208953576673)	(54, 0.2639208953576673)	(55, 0.26393003136207593)	(56, 0.26393003136207593)	(57, 0.2639391673664846)	(58, 0.2639391673664846)	(59, 0.26394830337089326)	(60, 0.2639939833929366)	(61, 0.2639939833929366)	(62, 0.2640579354237973)	(63, 0.26425892752078806)	(64, 0.26425892752078806)	(65, 0.26425892752078806)
RIBO-HELA-R3.2-filtered.unmapped.fastq.gz - polyg	(1, 0.23612003394208358)	(2, 0.2394364035424309)	(3, 0.24184830870631985)	(4, 0.24218634086944066)	(5, 0.24289894921331692)	(6, 0.24380341364977529)	(7, 0.24646199093269835)	(8, 0.24876426404368326)	(9, 0.24933983232142948)	(10, 0.25059146492541734)	(11, 0.2521080416572566)	(12, 0.25273842596145485)	(13, 0.25310386613780167)	(14, 0.2533048582347924)	(15, 0.2534967143273745)	(16, 0.2539169705301733)	(17, 0.2541636426492074)	(18, 0.25433722673297215)	(19, 0.2545473548343716)	(20, 0.25475748293577094)	(21, 0.25494933902835304)	(22, 0.2551503311253438)	(23, 0.25557058732814264)	(24, 0.2558172594471767)	(25, 0.25601825154416746)	(26, 0.2561644276147062)	(27, 0.25635628370728825)	(28, 0.25648418776900966)	(29, 0.25656641180868767)	(30, 0.256612091830731)	(31, 0.25663949984395706)	(32, 0.2566851798660004)	(33, 0.2567125878792264)	(34, 0.25672172388363507)	(35, 0.25673999589245244)	(36, 0.2567765399100871)	(37, 0.25678567591449575)	(38, 0.25678567591449575)	(39, 0.2568039479233131)	(40, 0.2568039479233131)	(41, 0.2568130839277218)	(42, 0.2568130839277218)	(43, 0.25682221993213045)	(44, 0.25682221993213045)	(45, 0.25682221993213045)	(46, 0.25682221993213045)	(47, 0.25682221993213045)	(48, 0.25682221993213045)	(49, 0.25682221993213045)	(50, 0.25682221993213045)	(51, 0.25682221993213045)	(52, 0.25682221993213045)	(53, 0.25682221993213045)	(54, 0.25682221993213045)	(55, 0.25682221993213045)	(56, 0.25682221993213045)	(57, 0.25682221993213045)	(58, 0.25682221993213045)	(59, 0.25682221993213045)	(60, 0.25682221993213045)	(61, 0.25682221993213045)	(62, 0.25682221993213045)	(63, 0.25682221993213045)	(64, 0.25682221993213045)	(65, 0.25682221993213045)
RIBO-RRNA-KO-R1.0-raw.fastq - illumina_universal_adapter	(1, 8.22743736219783)	(2, 8.257084224054415)	(3, 8.259845280060294)	(4, 8.261754657897804)	(5, 8.264484442783028)	(6, 8.266474757638697)	(7, 8.26845955406131)	(8, 8.27162161620262)	(9, 8.274835183719121)	(10, 8.278547249688383)	(11, 8.282384400140257)	(12, 8.289933616561392)	(13, 8.30169707635992)	(14, 8.313640804971623)	(15, 8.332486253859178)	(16, 8.366547862160873)	(17, 8.454169542230158)	(18, 8.505349329872761)	(19, 8.56119587240338)	(20, 8.640865490438413)	(21, 8.763681897063638)	(22, 8.857815328139457)	(23, 8.975735045165983)	(24, 9.088456398253394)	(25, 9.337895090835064)	(26, 9.508081726816298)	(27, 9.76170339165471)	(28, 10.10001828808715)	(29, 11.494947561825672)	(30, 12.767647222320635)	(31, 17.643502896754274)	(32, 26.468468832386755)	(33, 38.55130426509758)	(34, 46.618804560977566)	(35, 54.567038642165265)	(36, 60.283778429909404)	(37, 66.04579144244813)	(38, 69.80123045605545)	(39, 76.88042905743434)	(40, 84.69013943204067)	(41, 90.189138406679)	(42, 91.16574470205593)	(43, 91.71279432884614)	(44, 92.20229957520206)	(45, 92.65345723024915)	(46, 92.98451906616782)	(47, 93.30454771492909)	(48, 93.60344076508439)	(49, 93.920566718058)	(50, 94.17034755348917)	(51, 94.57593766731199)	(52, 94.96907819615961)	(53, 95.08443368129261)	(54, 95.1226341143866)	(55, 95.1374492676653)	(56, 95.14272121071184)	(57, 95.14547674828466)	(58, 95.14717274671065)	(59, 95.1478625508427)	(60, 95.14834081504092)	(61, 95.14887794252508)	(62, 95.1492421591068)	(63, 95.14949968598276)	(64, 95.14983447092152)	(65, 95.15006808458757)
RIBO-RRNA-KO-R1.0-raw.fastq - polya	(1, 0.09272807012412686)	(2, 0.09681171058585193)	(3, 0.10163666055481811)	(4, 0.10600909901316069)	(5, 0.1084905544108486)	(6, 0.10962367266509303)	(7, 0.11075127248628108)	(8, 0.11113204436717167)	(9, 0.11149810042657855)	(10, 0.11209777015203909)	(11, 0.1124527893453332)	(12, 0.11280412958325639)	(13, 0.1135252048359574)	(14, 0.11381584231026036)	(15, 0.11417821941429633)	(16, 0.11467303891168554)	(17, 0.11541618789661208)	(18, 0.11599010493447615)	(19, 0.11634144517239935)	(20, 0.11662472473596046)	(21, 0.11685465944664317)	(22, 0.11699445975073826)	(23, 0.11712506266640604)	(24, 0.1172096786399373)	(25, 0.11725014714901745)	(26, 0.11731452886800861)	(27, 0.11737155267625793)	(28, 0.11741018170765262)	(29, 0.11744145282830547)	(30, 0.11747640290432924)	(31, 0.1175168714134094)	(32, 0.11755917940017502)	(33, 0.11758677156545695)	(34, 0.11760516634231157)	(35, 0.1176327585075935)	(36, 0.11765667171750449)	(37, 0.11767874544973003)	(38, 0.11768610336047189)	(39, 0.11770081918195557)	(40, 0.1177192139588102)	(41, 0.11773576925797935)	(42, 0.11774864560177759)	(43, 0.11775600351251943)	(44, 0.11775968246789036)	(45, 0.11776887985631766)	(46, 0.11778727463317228)	(47, 0.11779463254391413)	(48, 0.11779831149928505)	(49, 0.11781854575382512)	(50, 0.11784245896373613)	(51, 0.11785901426290529)	(52, 0.11788292747281628)	(53, 0.11789948277198545)	(54, 0.11792891441495283)	(55, 0.117945469714122)	(56, 0.11796754344634754)	(57, 0.11807791210747523)	(58, 0.11848995510901866)	(59, 0.11885049273536917)	(60, 0.1194262492509187)	(61, 0.12202359174279069)	(62, 0.12339400261845969)	(63, 0.1290632728450528)	(64, 0.12942013151603238)	(65, 0.12999404855389646)
RIBO-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.10653799411908907)	(2, 0.11127605147203545)	(3, 0.11686781285253975)	(4, 0.12193668051616482)	(5, 0.12481366308903497)	(6, 0.12612623303140524)	(7, 0.12743240019356886)	(8, 0.12787205776776117)	(9, 0.12829677552147123)	(10, 0.12899041004386202)	(11, 0.12940018797708983)	(12, 0.12980356313011093)	(13, 0.1306359245569799)	(14, 0.13096886912772748)	(15, 0.13138291558109308)	(16, 0.13195062875941907)	(17, 0.13280433278697698)	(18, 0.133453147847921)	(19, 0.13384371744052873)	(20, 0.1341403795901051)	(21, 0.13434100003658123)	(22, 0.13446051860043934)	(23, 0.13457363438409076)	(24, 0.13465046774657097)	(25, 0.13469101868787997)	(26, 0.1347529122298779)	(27, 0.13480840299166919)	(28, 0.13484895393297816)	(29, 0.13486175949339155)	(30, 0.13490017617463165)	(31, 0.13493859285587176)	(32, 0.13497700953711186)	(33, 0.13500688917807638)	(34, 0.13502182899855864)	(35, 0.13504744011938538)	(36, 0.13507305124021213)	(37, 0.13509439384090108)	(38, 0.13510079662110774)	(39, 0.13511360218152113)	(40, 0.1351264077419345)	(41, 0.13513921330234785)	(42, 0.13514775034262344)	(43, 0.13514988460269234)	(44, 0.13514988460269234)	(45, 0.13515415312283013)	(46, 0.1351626901631057)	(47, 0.1351626901631057)	(48, 0.1351626901631057)	(49, 0.1351669586832435)	(50, 0.1351712272033813)	(51, 0.1351712272033813)	(52, 0.1351712272033813)	(53, 0.1351733614634502)	(54, 0.1351733614634502)	(55, 0.13517549572351908)	(56, 0.13517762998358795)	(57, 0.13517762998358795)	(58, 0.13517762998358795)	(59, 0.13517976424365685)	(60, 0.13518616702386355)	(61, 0.13519043554400134)	(62, 0.135196838324208)	(63, 0.13522671796517255)	(64, 0.13522671796517255)	(65, 0.13522885222524145)
RIBO-RRNA-KO-R1.2-filtered.unmapped.fastq.gz - polya	(1, 0.10519474452941352)	(2, 0.10915487302393573)	(3, 0.11389967094152116)	(4, 0.11716095323112768)	(5, 0.1198950357521136)	(6, 0.12266589965230562)	(7, 0.12524059619673183)	(8, 0.12612334929767796)	(9, 0.12715322791544845)	(10, 0.1295072361846381)	(11, 0.13079458445685122)	(12, 0.13232714192377157)	(13, 0.13637309363644132)	(14, 0.13811407891886285)	(15, 0.14039452442964034)	(16, 0.14352094166215787)	(17, 0.14826573957974332)	(18, 0.15172318922511566)	(19, 0.15383198829959807)	(20, 0.1554381085249306)	(21, 0.15650476852190717)	(22, 0.15716683334761677)	(23, 0.15780437725385563)	(24, 0.1582457538043287)	(25, 0.15846644207956523)	(26, 0.15882199541189077)	(27, 0.1591407673650102)	(28, 0.15937371609998208)	(29, 0.1594350183986589)	(30, 0.15965570667389542)	(31, 0.1598641344893966)	(32, 0.16008482276463312)	(33, 0.1602564692009282)	(34, 0.16034229241907574)	(35, 0.1604894179359001)	(36, 0.16063654345272446)	(37, 0.1607591480500781)	(38, 0.16078366896954882)	(39, 0.160857231727961)	(40, 0.16093079448637318)	(41, 0.16100435724478535)	(42, 0.1610533990837268)	(43, 0.16106565954346216)	(44, 0.16106565954346216)	(45, 0.16109018046293289)	(46, 0.16113922230187433)	(47, 0.16113922230187433)	(48, 0.16113922230187433)	(49, 0.16116374322134508)	(50, 0.1611882641408158)	(51, 0.1611882641408158)	(52, 0.1611882641408158)	(53, 0.16120052460055115)	(54, 0.16120052460055115)	(55, 0.16121278506028652)	(56, 0.16122504552002187)	(57, 0.16122504552002187)	(58, 0.16122504552002187)	(59, 0.16123730597975724)	(60, 0.16127408735896334)	(61, 0.16129860827843406)	(62, 0.16133538965764016)	(63, 0.16150703609393524)	(64, 0.16150703609393524)	(65, 0.1615192965536706)
RIBO-RRNA-KO-R1.2-filtered.unmapped.fastq.gz - polyg	(1, 0.2737270240517117)	(2, 0.2795875238052151)	(3, 0.28148789506419636)	(4, 0.282015094832817)	(5, 0.28316757804794107)	(6, 0.28406259160862257)	(7, 0.28452848907856637)	(8, 0.28548480493792466)	(9, 0.2857545350521027)	(10, 0.2861468697636343)	(11, 0.28664954861278413)	(12, 0.28688249734775606)	(13, 0.2871644879216694)	(14, 0.2873606552774352)	(15, 0.2876058644721425)	(16, 0.28776525044870216)	(17, 0.2879246364252619)	(18, 0.2880227201031448)	(19, 0.2882434083783813)	(20, 0.2883905338952057)	(21, 0.28866026400938366)	(22, 0.28892999412356163)	(23, 0.28922424515721035)	(24, 0.2896778821674188)	(25, 0.2899353518218614)	(26, 0.2901315191776272)	(27, 0.2903889888320698)	(28, 0.2905361143488942)	(29, 0.2906955003254539)	(30, 0.2907445421643954)	(31, 0.29080584446307217)	(32, 0.29091618860069046)	(33, 0.29103879319804404)	(34, 0.2911000954967209)	(35, 0.291136876875927)	(36, 0.2911981791746038)	(37, 0.2912349605538099)	(38, 0.2912349605538099)	(39, 0.2912349605538099)	(40, 0.2912349605538099)	(41, 0.2912349605538099)	(42, 0.2912349605538099)	(43, 0.2912349605538099)	(44, 0.2912472210135452)	(45, 0.2912472210135452)	(46, 0.2912472210135452)	(47, 0.2912472210135452)	(48, 0.2912472210135452)	(49, 0.2912472210135452)	(50, 0.2912472210135452)	(51, 0.2912472210135452)	(52, 0.2912472210135452)	(53, 0.2912472210135452)	(54, 0.2912472210135452)	(55, 0.2912472210135452)	(56, 0.2912472210135452)	(57, 0.2912472210135452)	(58, 0.2912472210135452)	(59, 0.2912472210135452)	(60, 0.2912472210135452)	(61, 0.2912472210135452)	(62, 0.2912472210135452)	(63, 0.2912472210135452)	(64, 0.2912472210135452)	(65, 0.2912472210135452)
RIBO-RRNA-KO-R2.0-raw.fastq - illumina_universal_adapter	(1, 11.54966116221329)	(2, 11.599078327422458)	(3, 11.602934372856756)	(4, 11.605913591422274)	(5, 11.610672369973749)	(6, 11.613968441885032)	(7, 11.617208715722844)	(8, 11.622740696149519)	(9, 11.627752558819937)	(10, 11.633563529613951)	(11, 11.63927087541438)	(12, 11.649091336344728)	(13, 11.66205641727266)	(14, 11.673923471826278)	(15, 11.692127593295176)	(16, 11.72576586044296)	(17, 11.817746991766436)	(18, 11.866899116126632)	(19, 11.921087016617305)	(20, 12.012755280171692)	(21, 12.146361774302214)	(22, 12.2527228662737)	(23, 12.385894932546506)	(24, 12.517223669606535)	(25, 12.852149612809198)	(26, 13.089259540434313)	(27, 13.441644302267411)	(28, 13.905382090859032)	(29, 15.778607114286253)	(30, 18.792362694492155)	(31, 26.31492743540257)	(32, 36.119796789793355)	(33, 45.748461806537556)	(34, 52.36272358686596)	(35, 59.321992826599676)	(36, 65.9899542742759)	(37, 70.85862314586987)	(38, 74.43364556872426)	(39, 78.74714552998445)	(40, 82.49424124026045)	(41, 85.2196682469744)	(42, 86.71997083195565)	(43, 87.7497123210755)	(44, 88.7727261567658)	(45, 89.66038781574137)	(46, 90.4414512409332)	(47, 91.17765899342189)	(48, 91.83894188997321)	(49, 92.44802568879533)	(50, 92.98533523004271)	(51, 93.4653062724368)	(52, 93.90621467782671)	(53, 94.1122809487203)	(54, 94.20092814515407)	(55, 94.2283409415335)	(56, 94.23636789295952)	(57, 94.24023988070053)	(58, 94.24345424828995)	(59, 94.24433904631208)	(60, 94.24496478185026)	(61, 94.24564232988523)	(62, 94.24610864235635)	(63, 94.24646734425721)	(64, 94.24678619039132)	(65, 94.24711898604379)
RIBO-RRNA-KO-R2.0-raw.fastq - polya	(1, 0.16411409079908898)	(2, 0.17158505427877163)	(3, 0.18003248404414232)	(4, 0.18653893796816576)	(5, 0.19003428871326136)	(6, 0.19168033188056408)	(7, 0.19310517554233336)	(8, 0.19379667309566756)	(9, 0.19430483412189298)	(10, 0.1948847355282914)	(11, 0.1953729686711354)	(12, 0.1957515984553818)	(13, 0.19655867773232805)	(14, 0.19691937242153118)	(15, 0.1974534396961524)	(16, 0.19804529783257963)	(17, 0.1988284636494682)	(18, 0.19962557898472377)	(19, 0.20027522798295705)	(20, 0.20083520150597406)	(21, 0.20124372311529254)	(22, 0.20159445386280497)	(23, 0.20189137932518766)	(24, 0.20213051392576434)	(25, 0.202355699007974)	(26, 0.202570920148493)	(27, 0.20279809801904086)	(28, 0.2029794417578115)	(29, 0.20310698021145238)	(30, 0.2032365114534314)	(31, 0.20340789125051134)	(32, 0.20356133595254805)	(33, 0.2036709393111457)	(34, 0.20376659315137635)	(35, 0.2038502902615782)	(36, 0.2039539152551614)	(37, 0.20404956909539207)	(38, 0.20412130947556506)	(39, 0.20415518687731343)	(40, 0.20419703543241435)	(41, 0.2042309128341627)	(42, 0.2042707686009255)	(43, 0.20427276138926362)	(44, 0.20428073254261617)	(45, 0.20428471811929244)	(46, 0.20428870369596874)	(47, 0.20429468206098314)	(48, 0.20430066042599757)	(49, 0.20431062436768826)	(50, 0.20433453782774594)	(51, 0.2043425089810985)	(52, 0.204364429652818)	(53, 0.2043843575361994)	(54, 0.20440627820791893)	(55, 0.20442421330296218)	(56, 0.20444812676301985)	(57, 0.2045437806032505)	(58, 0.20489052577408667)	(59, 0.20521933584987959)	(60, 0.20581318677464497)	(61, 0.20888805918039327)	(62, 0.2108629124234889)	(63, 0.21825416436964598)	(64, 0.21863677973056864)	(65, 0.22030872914626715)
