Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
RIBO-HELA-R3.0-raw.fastq - illumina_universal_adapter	(1, 16.35746552892098)	(2, 16.446583300567056)	(3, 16.45081284432988)	(4, 16.453748309461112)	(5, 16.456324572619234)	(6, 16.458225250609388)	(7, 16.460378083627024)	(8, 16.463663235447306)	(9, 16.467095874170454)	(10, 16.47034534367553)	(11, 16.47368282955812)	(12, 16.479522835147396)	(13, 16.488072317871577)	(14, 16.496602770027646)	(15, 16.514246485488204)	(16, 16.541997811437092)	(17, 16.631441481562078)	(18, 16.69525811290365)	(19, 16.782399084287125)	(20, 16.887616716555698)	(21, 17.0324678857379)	(22, 17.153740181029708)	(23, 17.30582534491537)	(24, 17.46490424258208)	(25, 17.7982246430585)	(26, 18.031513241076787)	(27, 18.37853565059363)	(28, 18.87862805589592)	(29, 21.139595140363642)	(30, 23.126676667388796)	(31, 27.96656643187148)	(32, 33.655157684789614)	(33, 40.94040884463732)	(34, 46.05085143832201)	(35, 52.358300114485516)	(36, 57.92479362122)	(37, 63.72005834486725)	(38, 67.07123672121295)	(39, 72.31775263453832)	(40, 79.50085484122548)	(41, 85.97199970664379)	(42, 88.27377308678503)	(43, 89.25960171257034)	(44, 90.19841056219367)	(45, 91.1438801106561)	(46, 91.91821965419507)	(47, 92.5737680127598)	(48, 93.13341420214664)	(49, 93.6354263160072)	(50, 93.91011115731045)	(51, 94.10066661463392)	(52, 94.23889276729224)	(53, 94.27178472545229)	(54, 94.28552717444995)	(55, 94.29291817134035)	(56, 94.29834188325218)	(57, 94.30133681890875)	(58, 94.30365854821838)	(59, 94.30525711593977)	(60, 94.30682713780898)	(61, 94.30856129832816)	(62, 94.30951044791273)	(63, 94.31038109640384)	(64, 94.31119465319061)	(65, 94.31187975364263)
RIBO-HELA-R3.0-raw.fastq - polya	(1, 0.42797368862198726)	(2, 0.454547498168962)	(3, 0.4777957159384172)	(4, 0.4972187895174207)	(5, 0.506960061569597)	(6, 0.5115940049047959)	(7, 0.5167631829681363)	(8, 0.5187043009155297)	(9, 0.5206263882948113)	(10, 0.5234619429434546)	(11, 0.5250343436336838)	(12, 0.5263783775065726)	(13, 0.5298562138289857)	(14, 0.531048003156981)	(15, 0.5325133569015819)	(16, 0.5344544748489752)	(17, 0.5373138177077581)	(18, 0.5400565983368568)	(19, 0.5416456507741837)	(20, 0.5429682752579469)	(21, 0.5441505493018862)	(22, 0.5449403178785217)	(23, 0.5456587218247384)	(24, 0.5460988037123214)	(25, 0.5465127185687509)	(26, 0.5467957982694125)	(27, 0.5471264543903532)	(28, 0.5473524423866797)	(29, 0.5476069762351736)	(30, 0.5477925242742627)	(31, 0.5480018605234914)	(32, 0.5481826509205526)	(33, 0.5483658201386277)	(34, 0.5484443212320884)	(35, 0.5484966552943956)	(36, 0.5485632622827866)	(37, 0.5486108387030658)	(38, 0.5486298692711775)	(39, 0.5486441421972613)	(40, 0.5486536574813171)	(41, 0.5486584151233451)	(42, 0.5486607939443591)	(43, 0.5486607939443591)	(44, 0.548663172765373)	(45, 0.5486679304074009)	(46, 0.5486726880494288)	(47, 0.5486726880494288)	(48, 0.5486822033334847)	(49, 0.5487012339015964)	(50, 0.548725022111736)	(51, 0.548732158574778)	(52, 0.5487464315008617)	(53, 0.5487583256059315)	(54, 0.5487725985320153)	(55, 0.5488082808472247)	(56, 0.5488344478783783)	(57, 0.5488939184037274)	(58, 0.5491294216841096)	(59, 0.5496694140542792)	(60, 0.5501761029302531)	(61, 0.5530187940419383)	(62, 0.5552429916899931)	(63, 0.5625293204557602)	(64, 0.563050282257818)	(65, 0.5638876272547327)
RIBO-HELA-R3.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 16.35746552892098)	(2, 16.446583300567056)	(3, 16.45081284432988)	(4, 16.453748309461112)	(5, 16.456324572619234)	(6, 16.458225250609388)	(7, 16.460378083627024)	(8, 16.463663235447306)	(9, 16.467095874170454)	(10, 16.47034534367553)	(11, 16.47368282955812)	(12, 16.479522835147396)	(13, 16.488072317871577)	(14, 16.496602770027646)	(15, 16.514246485488204)	(16, 16.541997811437092)	(17, 16.631441481562078)	(18, 16.695248597619596)	(19, 16.782387190182053)	(20, 16.887602443629614)	(21, 17.03244885516979)	(22, 17.15366405875726)	(23, 17.3057111615067)	(24, 17.464744861574147)	(25, 17.7980200644513)	(26, 18.03124681312322)	(27, 18.378169312157482)	(28, 18.878092821167776)	(29, 21.13871021894645)	(30, 23.125287435916643)	(31, 27.96424708138287)	(32, 33.65147051221797)	(33, 40.9341691971177)	(34, 46.04306079950128)	(35, 52.347814271455974)	(36, 57.910625363260834)	(37, 63.702826165442104)	(38, 67.05063137359001)	(39, 72.29043425401399)	(40, 79.46429236224087)	(41, 85.92662369580246)	(42, 88.22411519811857)	(43, 89.20765777690946)	(44, 90.14481096710706)	(45, 91.08795402861783)	(46, 91.85681514736166)	(47, 92.5109171827499)	(48, 93.06887440921683)	(49, 93.5693902446596)	(50, 93.84304981410584)	(51, 94.03256334782519)	(52, 94.17016149173583)	(53, 94.20286552303578)	(54, 94.21648665216172)	(55, 94.2238086632427)	(56, 94.22918004109223)	(57, 94.23214405207563)	(58, 94.23443485671207)	(59, 94.23601439386535)	(60, 94.23755824870341)	(61, 94.23926862101244)	(62, 94.24017733063978)	(63, 94.24102419092075)	(64, 94.24177351954015)	(65, 94.24239439182479)
RIBO-HELA-R3.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.42797368862198726)	(2, 0.454547498168962)	(3, 0.4777957159384172)	(4, 0.4972187895174207)	(5, 0.506960061569597)	(6, 0.5115940049047959)	(7, 0.5167631829681363)	(8, 0.5187043009155297)	(9, 0.5206263882948113)	(10, 0.5234619429434546)	(11, 0.5250343436336838)	(12, 0.5263783775065726)	(13, 0.5298562138289857)	(14, 0.531048003156981)	(15, 0.5325133569015819)	(16, 0.5344544748489752)	(17, 0.5373138177077581)	(18, 0.5400542195158429)	(19, 0.5416432719531697)	(20, 0.5429658964369329)	(21, 0.5441410340178303)	(22, 0.544923666131424)	(23, 0.5456373124356128)	(24, 0.5460773943231958)	(25, 0.5464865515375974)	(26, 0.546760115954203)	(27, 0.5470717415070321)	(28, 0.5472929718613306)	(29, 0.5475427480677967)	(30, 0.5477282961068858)	(31, 0.5479233594300307)	(32, 0.5480993921850639)	(33, 0.548282561403139)	(34, 0.5483610624965998)	(35, 0.5484086389168791)	(36, 0.5484704882632421)	(37, 0.5485085493994655)	(38, 0.5485275799675772)	(39, 0.5485394740726469)	(40, 0.5485489893567028)	(41, 0.5485513681777168)	(42, 0.5485513681777168)	(43, 0.5485513681777168)	(44, 0.5485513681777168)	(45, 0.5485513681777168)	(46, 0.5485513681777168)	(47, 0.5485513681777168)	(48, 0.5485561258197447)	(49, 0.5485585046407586)	(50, 0.5485608834617727)	(51, 0.5485608834617727)	(52, 0.5485608834617727)	(53, 0.5485632622827866)	(54, 0.5485656411038006)	(55, 0.5485680199248145)	(56, 0.5485680199248145)	(57, 0.5485703987458285)	(58, 0.5485751563878564)	(59, 0.5485894293139402)	(60, 0.548603702240024)	(61, 0.5486084598820519)	(62, 0.5486370057342195)	(63, 0.5487488103218756)	(64, 0.5487488103218756)	(65, 0.5487488103218756)
RIBO-HELA-R3.2-filtered.unmapped.fastq.gz - illumina_universal_adapter	(1, 16.456115006815264)	(2, 16.545770234684518)	(3, 16.55002528620606)	(4, 16.55297845469739)	(5, 16.555570254921143)	(6, 16.55748239562177)	(7, 16.559648212059898)	(8, 16.562953176149463)	(9, 16.5664065166138)	(10, 16.56967558319334)	(11, 16.57303319696428)	(12, 16.57890842277158)	(13, 16.587509466173394)	(14, 16.596091364236525)	(15, 16.613841486359856)	(16, 16.64176017648939)	(17, 16.73173608878153)	(18, 16.79592801620691)	(19, 16.88359212885349)	(20, 16.98944192007836)	(21, 17.135161879103503)	(22, 17.257105720655915)	(23, 17.41006740403662)	(24, 17.570060213047416)	(25, 17.905345349841337)	(26, 18.139978654861906)	(27, 18.488993392656443)	(28, 18.991931867100334)	(29, 21.266177930842634)	(30, 23.26471915176194)	(31, 28.132835529000545)	(32, 33.8543099077032)	(33, 41.18087922478992)	(34, 46.32053154735403)	(35, 52.663128576169775)	(36, 58.25931825172042)	(37, 64.08624515587034)	(38, 67.45412082833839)	(39, 72.72511256741194)	(40, 79.94068678350365)	(41, 86.44134533529088)	(42, 88.75252275734614)	(43, 89.74174326158267)	(44, 90.68437837047705)	(45, 91.63310169707154)	(46, 92.4064441486915)	(47, 93.06434738757547)	(48, 93.62549487110736)	(49, 94.12853864491399)	(50, 94.40368827291528)	(51, 94.59416285427133)	(52, 94.73201886543383)	(53, 94.764836369098)	(54, 94.77851092724991)	(55, 94.78581248078885)	(56, 94.7912042867945)	(57, 94.79412395094313)	(58, 94.79630412638527)	(59, 94.79773763361891)	(60, 94.79909695266517)	(61, 94.8005855027475)	(62, 94.80130345294799)	(63, 94.80189695844706)	(64, 94.8022631130493)	(65, 94.80262208814955)
RIBO-RRNA-KO-R1.0-raw.fastq - illumina_universal_adapter	(1, 8.22743736219783)	(2, 8.257084224054415)	(3, 8.259845280060294)	(4, 8.261754657897804)	(5, 8.264484442783028)	(6, 8.266474757638697)	(7, 8.26845955406131)	(8, 8.27162161620262)	(9, 8.274835183719121)	(10, 8.278547249688383)	(11, 8.282384400140257)	(12, 8.289933616561392)	(13, 8.30169707635992)	(14, 8.313640804971623)	(15, 8.332486253859178)	(16, 8.366547862160873)	(17, 8.454169542230158)	(18, 8.505349329872761)	(19, 8.56119587240338)	(20, 8.640865490438413)	(21, 8.763681897063638)	(22, 8.857815328139457)	(23, 8.975735045165983)	(24, 9.088456398253394)	(25, 9.337895090835064)	(26, 9.508081726816298)	(27, 9.76170339165471)	(28, 10.10001828808715)	(29, 11.494947561825672)	(30, 12.767647222320635)	(31, 17.643502896754274)	(32, 26.468468832386755)	(33, 38.55130426509758)	(34, 46.618804560977566)	(35, 54.567038642165265)	(36, 60.283778429909404)	(37, 66.04579144244813)	(38, 69.80123045605545)	(39, 76.88042905743434)	(40, 84.69013943204067)	(41, 90.189138406679)	(42, 91.16574470205593)	(43, 91.71279432884614)	(44, 92.20229957520206)	(45, 92.65345723024915)	(46, 92.98451906616782)	(47, 93.30454771492909)	(48, 93.60344076508439)	(49, 93.920566718058)	(50, 94.17034755348917)	(51, 94.57593766731199)	(52, 94.96907819615961)	(53, 95.08443368129261)	(54, 95.1226341143866)	(55, 95.1374492676653)	(56, 95.14272121071184)	(57, 95.14547674828466)	(58, 95.14717274671065)	(59, 95.1478625508427)	(60, 95.14834081504092)	(61, 95.14887794252508)	(62, 95.1492421591068)	(63, 95.14949968598276)	(64, 95.14983447092152)	(65, 95.15006808458757)
RIBO-RRNA-KO-R1.0-raw.fastq - polya	(1, 0.09272807012412686)	(2, 0.09681171058585193)	(3, 0.10163666055481811)	(4, 0.10600909901316069)	(5, 0.1084905544108486)	(6, 0.10962367266509303)	(7, 0.11075127248628108)	(8, 0.11113204436717167)	(9, 0.11149810042657855)	(10, 0.11209777015203909)	(11, 0.1124527893453332)	(12, 0.11280412958325639)	(13, 0.1135252048359574)	(14, 0.11381584231026036)	(15, 0.11417821941429633)	(16, 0.11467303891168554)	(17, 0.11541618789661208)	(18, 0.11599010493447615)	(19, 0.11634144517239935)	(20, 0.11662472473596046)	(21, 0.11685465944664317)	(22, 0.11699445975073826)	(23, 0.11712506266640604)	(24, 0.1172096786399373)	(25, 0.11725014714901745)	(26, 0.11731452886800861)	(27, 0.11737155267625793)	(28, 0.11741018170765262)	(29, 0.11744145282830547)	(30, 0.11747640290432924)	(31, 0.1175168714134094)	(32, 0.11755917940017502)	(33, 0.11758677156545695)	(34, 0.11760516634231157)	(35, 0.1176327585075935)	(36, 0.11765667171750449)	(37, 0.11767874544973003)	(38, 0.11768610336047189)	(39, 0.11770081918195557)	(40, 0.1177192139588102)	(41, 0.11773576925797935)	(42, 0.11774864560177759)	(43, 0.11775600351251943)	(44, 0.11775968246789036)	(45, 0.11776887985631766)	(46, 0.11778727463317228)	(47, 0.11779463254391413)	(48, 0.11779831149928505)	(49, 0.11781854575382512)	(50, 0.11784245896373613)	(51, 0.11785901426290529)	(52, 0.11788292747281628)	(53, 0.11789948277198545)	(54, 0.11792891441495283)	(55, 0.117945469714122)	(56, 0.11796754344634754)	(57, 0.11807791210747523)	(58, 0.11848995510901866)	(59, 0.11885049273536917)	(60, 0.1194262492509187)	(61, 0.12202359174279069)	(62, 0.12339400261845969)	(63, 0.1290632728450528)	(64, 0.12942013151603238)	(65, 0.12999404855389646)
RIBO-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 8.22743736219783)	(2, 8.257084224054415)	(3, 8.259845280060294)	(4, 8.261754657897804)	(5, 8.264484442783028)	(6, 8.266474757638697)	(7, 8.26845955406131)	(8, 8.27162161620262)	(9, 8.274835183719121)	(10, 8.278547249688383)	(11, 8.282384400140257)	(12, 8.289933616561392)	(13, 8.30169707635992)	(14, 8.313640804971623)	(15, 8.332486253859178)	(16, 8.366547862160873)	(17, 8.454169542230158)	(18, 8.505334614051277)	(19, 8.561181156581895)	(20, 8.640845256183873)	(21, 8.763659823331412)	(22, 8.857785896496491)	(23, 8.975701934567645)	(24, 9.088414090266628)	(25, 9.33783622754913)	(26, 9.50800814770888)	(27, 9.761607738815066)	(28, 10.09988032726074)	(29, 11.494644048007572)	(30, 12.767075144760456)	(31, 17.64210673319101)	(32, 26.465372991442123)	(33, 38.544866093198465)	(34, 46.61037607422278)	(35, 54.55530461400971)	(36, 60.26638616839337)	(37, 66.02160966879505)	(38, 69.76964662419607)	(39, 76.83614363215685)	(40, 84.6354112919428)	(41, 90.12697325829883)	(42, 91.10214844003647)	(43, 91.64816611984513)	(44, 92.13690982243926)	(45, 92.5870502463263)	(46, 92.91581825357119)	(47, 93.23521964044171)	(48, 93.53324445712948)	(49, 93.84952976880083)	(50, 94.09841845755454)	(51, 94.50208079876302)	(52, 94.89363753732346)	(53, 95.008557066245)	(54, 95.0465018119407)	(55, 95.06120107812522)	(56, 95.06642703422962)	(57, 95.06915497963716)	(58, 95.07082522537557)	(59, 95.07151319002993)	(60, 95.07199145422815)	(61, 95.07252122380156)	(62, 95.07287808247254)	(63, 95.07313009091546)	(64, 95.0734280863005)	(65, 95.07364882362275)
RIBO-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.09272807012412686)	(2, 0.09681171058585193)	(3, 0.10163666055481811)	(4, 0.10600909901316069)	(5, 0.1084905544108486)	(6, 0.10962367266509303)	(7, 0.11075127248628108)	(8, 0.11113204436717167)	(9, 0.11149810042657855)	(10, 0.11209777015203909)	(11, 0.1124527893453332)	(12, 0.11280412958325639)	(13, 0.1135252048359574)	(14, 0.11381584231026036)	(15, 0.11417821941429633)	(16, 0.11467303891168554)	(17, 0.11541618789661208)	(18, 0.11598826545679068)	(19, 0.11633960569471388)	(20, 0.11662104578058953)	(21, 0.11684914101358679)	(22, 0.1169834228846255)	(23, 0.11711218632260782)	(24, 0.11719680229613906)	(25, 0.11723727080521922)	(26, 0.11729797356883945)	(27, 0.11734947894403239)	(28, 0.11738810797542708)	(29, 0.11741018170765262)	(30, 0.1174451317836764)	(31, 0.11748192133738562)	(32, 0.11752238984646579)	(33, 0.11754814253406225)	(34, 0.11756285835554595)	(35, 0.11759045052082787)	(36, 0.11761436373073887)	(37, 0.11763643746296441)	(38, 0.1176419558960208)	(39, 0.11765667171750449)	(40, 0.11767138753898819)	(41, 0.11768426388278642)	(42, 0.11769346127121373)	(43, 0.1176953007488992)	(44, 0.1176953007488992)	(45, 0.11769897970427011)	(46, 0.11770633761501197)	(47, 0.11770633761501197)	(48, 0.11770633761501197)	(49, 0.11771185604806834)	(50, 0.11771553500343927)	(51, 0.11772105343649565)	(52, 0.11772289291418112)	(53, 0.11772473239186658)	(54, 0.11772657186955204)	(55, 0.11772841134723751)	(56, 0.11773025082492297)	(57, 0.11773025082492297)	(58, 0.11773209030260842)	(59, 0.11773576925797935)	(60, 0.11774680612409212)	(61, 0.1177670403786322)	(62, 0.11777991672243043)	(63, 0.11784797739679252)	(64, 0.11784797739679252)	(65, 0.1178534958298489)
RIBO-RRNA-KO-R1.2-filtered.unmapped.fastq.gz - illumina_universal_adapter	(1, 8.251335202837762)	(2, 8.281068178504633)	(3, 8.283837254416772)	(4, 8.28575217833203)	(5, 8.288489892291802)	(6, 8.290485988319075)	(7, 8.292476549884165)	(8, 8.295647796714924)	(9, 8.298870698526056)	(10, 8.302593546754371)	(11, 8.306441842792163)	(12, 8.31401298705827)	(13, 8.325810615611326)	(14, 8.33778903659569)	(15, 8.356689224950042)	(16, 8.390849770363173)	(17, 8.478720426439905)	(18, 8.53003411497834)	(19, 8.586042872268543)	(20, 8.665938368339821)	(21, 8.789109669039346)	(22, 8.883507300850358)	(23, 9.001763999131532)	(24, 9.114803544395029)	(25, 9.364950166134408)	(26, 9.53561637646622)	(27, 9.789952586077998)	(28, 10.129207738602334)	(29, 11.528019072642197)	(30, 12.804142449013167)	(31, 17.693314013632744)	(32, 26.54215344336988)	(33, 38.656652094243256)	(34, 46.74547334954451)	(35, 54.71321717567208)	(36, 60.44075460620835)	(37, 66.21256404456578)	(38, 69.97134569101256)	(39, 77.05794041372945)	(40, 84.87772408304062)	(41, 90.38486816053239)	(42, 91.36279286967196)	(43, 91.91027847218368)	(44, 92.40031451241693)	(45, 92.85162038629475)	(46, 93.18120498856497)	(47, 93.501349643172)	(48, 93.80000951558532)	(49, 94.11668406240372)	(50, 94.36602080784368)	(51, 94.77022287408347)	(52, 95.16109426574558)	(53, 95.2757129775519)	(54, 95.3135797678068)	(55, 95.32823133402547)	(56, 95.3334245043737)	(57, 95.33600909821307)	(58, 95.3374941788988)	(59, 95.33813617651201)	(60, 95.33853096814771)	(61, 95.33896634583942)	(62, 95.33924491376929)	(63, 95.33940356835187)	(64, 95.33957513667954)	(65, 95.33973194644139)
RIBO-RRNA-KO-R2.0-raw.fastq - illumina_universal_adapter	(1, 11.54966116221329)	(2, 11.599078327422458)	(3, 11.602934372856756)	(4, 11.605913591422274)	(5, 11.610672369973749)	(6, 11.613968441885032)	(7, 11.617208715722844)	(8, 11.622740696149519)	(9, 11.627752558819937)	(10, 11.633563529613951)	(11, 11.63927087541438)	(12, 11.649091336344728)	(13, 11.66205641727266)	(14, 11.673923471826278)	(15, 11.692127593295176)	(16, 11.72576586044296)	(17, 11.817746991766436)	(18, 11.866899116126632)	(19, 11.921087016617305)	(20, 12.012755280171692)	(21, 12.146361774302214)	(22, 12.2527228662737)	(23, 12.385894932546506)	(24, 12.517223669606535)	(25, 12.852149612809198)	(26, 13.089259540434313)	(27, 13.441644302267411)	(28, 13.905382090859032)	(29, 15.778607114286253)	(30, 18.792362694492155)	(31, 26.31492743540257)	(32, 36.119796789793355)	(33, 45.748461806537556)	(34, 52.36272358686596)	(35, 59.321992826599676)	(36, 65.9899542742759)	(37, 70.85862314586987)	(38, 74.43364556872426)	(39, 78.74714552998445)	(40, 82.49424124026045)	(41, 85.2196682469744)	(42, 86.71997083195565)	(43, 87.7497123210755)	(44, 88.7727261567658)	(45, 89.66038781574137)	(46, 90.4414512409332)	(47, 91.17765899342189)	(48, 91.83894188997321)	(49, 92.44802568879533)	(50, 92.98533523004271)	(51, 93.4653062724368)	(52, 93.90621467782671)	(53, 94.1122809487203)	(54, 94.20092814515407)	(55, 94.2283409415335)	(56, 94.23636789295952)	(57, 94.24023988070053)	(58, 94.24345424828995)	(59, 94.24433904631208)	(60, 94.24496478185026)	(61, 94.24564232988523)	(62, 94.24610864235635)	(63, 94.24646734425721)	(64, 94.24678619039132)	(65, 94.24711898604379)
RIBO-RRNA-KO-R2.0-raw.fastq - polya	(1, 0.16411409079908898)	(2, 0.17158505427877163)	(3, 0.18003248404414232)	(4, 0.18653893796816576)	(5, 0.19003428871326136)	(6, 0.19168033188056408)	(7, 0.19310517554233336)	(8, 0.19379667309566756)	(9, 0.19430483412189298)	(10, 0.1948847355282914)	(11, 0.1953729686711354)	(12, 0.1957515984553818)	(13, 0.19655867773232805)	(14, 0.19691937242153118)	(15, 0.1974534396961524)	(16, 0.19804529783257963)	(17, 0.1988284636494682)	(18, 0.19962557898472377)	(19, 0.20027522798295705)	(20, 0.20083520150597406)	(21, 0.20124372311529254)	(22, 0.20159445386280497)	(23, 0.20189137932518766)	(24, 0.20213051392576434)	(25, 0.202355699007974)	(26, 0.202570920148493)	(27, 0.20279809801904086)	(28, 0.2029794417578115)	(29, 0.20310698021145238)	(30, 0.2032365114534314)	(31, 0.20340789125051134)	(32, 0.20356133595254805)	(33, 0.2036709393111457)	(34, 0.20376659315137635)	(35, 0.2038502902615782)	(36, 0.2039539152551614)	(37, 0.20404956909539207)	(38, 0.20412130947556506)	(39, 0.20415518687731343)	(40, 0.20419703543241435)	(41, 0.2042309128341627)	(42, 0.2042707686009255)	(43, 0.20427276138926362)	(44, 0.20428073254261617)	(45, 0.20428471811929244)	(46, 0.20428870369596874)	(47, 0.20429468206098314)	(48, 0.20430066042599757)	(49, 0.20431062436768826)	(50, 0.20433453782774594)	(51, 0.2043425089810985)	(52, 0.204364429652818)	(53, 0.2043843575361994)	(54, 0.20440627820791893)	(55, 0.20442421330296218)	(56, 0.20444812676301985)	(57, 0.2045437806032505)	(58, 0.20489052577408667)	(59, 0.20521933584987959)	(60, 0.20581318677464497)	(61, 0.20888805918039327)	(62, 0.2108629124234889)	(63, 0.21825416436964598)	(64, 0.21863677973056864)	(65, 0.22030872914626715)
RIBO-RRNA-KO-R2.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 11.54966116221329)	(2, 11.599078327422458)	(3, 11.602934372856756)	(4, 11.605913591422274)	(5, 11.610672369973749)	(6, 11.613968441885032)	(7, 11.617208715722844)	(8, 11.622740696149519)	(9, 11.627752558819937)	(10, 11.633563529613951)	(11, 11.63927087541438)	(12, 11.649091336344728)	(13, 11.66205641727266)	(14, 11.673923471826278)	(15, 11.692127593295176)	(16, 11.72576586044296)	(17, 11.817746991766436)	(18, 11.866895130549956)	(19, 11.921083031040627)	(20, 12.012747309018339)	(21, 12.14635380314886)	(22, 12.25270094560198)	(23, 12.385871019086448)	(24, 12.51718580662811)	(25, 12.85209381473573)	(26, 13.089191785630817)	(27, 13.441552634003855)	(28, 13.905228646156996)	(29, 15.778252397962063)	(30, 18.791432062338245)	(31, 26.312759281690674)	(32, 36.115894910227276)	(33, 45.741925460788465)	(34, 52.354519277277845)	(35, 59.31094879362971)	(36, 65.97320090271718)	(37, 70.83883675046049)	(38, 74.40966833943976)	(39, 78.71828596927152)	(40, 82.4607145692596)	(41, 85.18301289828267)	(42, 86.68132468771412)	(43, 87.70931053030807)	(44, 88.73068230840775)	(45, 89.61644484009707)	(46, 90.39437161644469)	(47, 91.1289831454745)	(48, 91.78833901570286)	(49, 92.39561734829061)	(50, 92.93096000744825)	(51, 93.40820292260743)	(52, 93.84734970310642)	(53, 94.05257701010966)	(54, 94.14055064408514)	(55, 94.1677502121124)	(56, 94.17568948085153)	(57, 94.17952958397913)	(58, 94.1827100741668)	(59, 94.18358092267057)	(60, 94.18418872311369)	(61, 94.18485431441864)	(62, 94.18531265573641)	(63, 94.18565940090724)	(64, 94.18595831915796)	(65, 94.18625723740868)
RIBO-RRNA-KO-R2.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.16411409079908898)	(2, 0.17158505427877163)	(3, 0.18003248404414232)	(4, 0.18653893796816576)	(5, 0.19003428871326136)	(6, 0.19168033188056408)	(7, 0.19310517554233336)	(8, 0.19379667309566756)	(9, 0.19430483412189298)	(10, 0.1948847355282914)	(11, 0.1953729686711354)	(12, 0.1957515984553818)	(13, 0.19655867773232805)	(14, 0.19691937242153118)	(15, 0.1974534396961524)	(16, 0.19804529783257963)	(17, 0.1988284636494682)	(18, 0.19962557898472377)	(19, 0.2002732351946189)	(20, 0.2008332087176359)	(21, 0.2012377447502781)	(22, 0.20158448992111427)	(23, 0.20188141538349696)	(24, 0.20212054998407364)	(25, 0.2023437422779452)	(26, 0.20255697063012604)	(27, 0.20278215571233574)	(28, 0.20296150666276824)	(29, 0.20308705232807098)	(30, 0.20321259799337374)	(31, 0.2033799922137774)	(32, 0.20352745855079968)	(33, 0.2036310835443829)	(34, 0.20372075901959916)	(35, 0.2038004705531247)	(36, 0.20390409554670794)	(37, 0.20399377102192418)	(38, 0.20406351861375904)	(39, 0.2040934104388311)	(40, 0.20413525899393203)	(41, 0.20416315803066598)	(42, 0.20419703543241435)	(43, 0.20419902822075248)	(44, 0.20420301379742875)	(45, 0.20420301379742875)	(46, 0.20420301379742875)	(47, 0.2042050065857669)	(48, 0.2042050065857669)	(49, 0.20420699937410502)	(50, 0.20421297773911945)	(51, 0.20421696331579572)	(52, 0.204220948892472)	(53, 0.20422892004582457)	(54, 0.2042309128341627)	(55, 0.2042309128341627)	(56, 0.2042309128341627)	(57, 0.20423489841083897)	(58, 0.2042408767758534)	(59, 0.20424486235252967)	(60, 0.20425283350588222)	(61, 0.20426479023591107)	(62, 0.20429069648430687)	(63, 0.20439232868955196)	(64, 0.20439232868955196)	(65, 0.2043943214778901)
RIBO-RRNA-KO-R2.2-filtered.unmapped.fastq.gz - illumina_universal_adapter	(1, 11.582077443836688)	(2, 11.631633307551548)	(3, 11.635500175697699)	(4, 11.638487755996664)	(5, 11.643259890949123)	(6, 11.646565213901956)	(7, 11.649814582173606)	(8, 11.655362089136766)	(9, 11.660388018536027)	(10, 11.666215298905112)	(11, 11.67193866343771)	(12, 11.6817866873262)	(13, 11.69478815717574)	(14, 11.706688518834826)	(15, 11.724943733571306)	(16, 11.758676412799746)	(17, 11.85090771282523)	(18, 11.90019379504152)	(19, 11.954533783997665)	(20, 12.046455334895162)	(21, 12.180436820610252)	(22, 12.287082446185186)	(23, 12.420626286358154)	(24, 12.552309633381732)	(25, 12.888157623377674)	(26, 13.125921054019928)	(27, 13.47927086893783)	(28, 13.944248274437568)	(29, 15.822521023772426)	(30, 18.844147747856056)	(31, 26.386543011084463)	(32, 36.217091053613856)	(33, 45.87006092025946)	(34, 52.50112029265257)	(35, 59.476754586924955)	(36, 66.15755167574677)	(37, 71.03666398510518)	(38, 74.61735790948195)	(39, 78.93765481461254)	(40, 82.68956206988835)	(41, 85.41921926593214)	(42, 86.9215784751614)	(43, 87.95228568477819)	(44, 88.97619639901251)	(45, 89.86426513438236)	(46, 90.64409153738204)	(47, 91.38042516604952)	(48, 92.04128592170629)	(49, 92.64968117022661)	(50, 93.18596482337026)	(51, 93.66376184600568)	(52, 94.10269234741398)	(53, 94.30755842228263)	(54, 94.39543524908306)	(55, 94.42251131963201)	(56, 94.43041891511227)	(57, 94.43408394672987)	(58, 94.43696761119234)	(59, 94.43777096054363)	(60, 94.43828454458165)	(61, 94.43883409948614)	(62, 94.43919780491385)	(63, 94.43943960907183)	(64, 94.43961546664126)	(65, 94.43980930964393)
