Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
RIBO-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.015672349880134117)	(2, 0.0009491704856982633)	(3, 6.990015204754653e-05)	(4, 1.2876343798232255e-05)	(5, 0.00021337941151356308)	(6, 0.01404809108387139)	(7, 0.0008296044361432496)	(8, 0.00011404761649862854)	(9, 0.0012048578839774465)	(10, 0.0017806143995269747)	(12, 0.0007551055898820486)	(14, 0.0002796006081901861)	(16, 0.00011312787765589767)	(18, 9.197388427308754e-06)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RIBO-RRNA-KO-R1.2-filtered.unmapped.fastq.gz	(1, 0.01567728654321901)	(2, 0.0009500826747184974)	(3, 6.825836692152312e-05)	(4, 1.291374509326113e-05)	(5, 0.00019370617639891696)	(6, 0.01403539609564724)	(7, 0.0008301693274239298)	(8, 0.00011437888511174144)	(9, 0.0010312547867332817)	(10, 0.0017765623606872097)	(12, 0.0007517644465005587)	(14, 0.0002776455195051143)	(16, 0.00011345647474793707)	(18, 9.224103638043665e-06)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RIBO-RRNA-KO-R2.0-raw.fastq	(1, 0.015334506261978652)	(2, 0.000898747540500633)	(3, 4.7826920115333025e-05)	(4, 3.985576676277752e-06)	(5, 0.00015543749037483234)	(6, 0.013776145781554049)	(7, 0.0008887835988099387)	(8, 9.963941690694381e-05)	(9, 0.0012494782880130752)	(10, 0.0017805563801270856)	(12, 0.0007632379335071895)	(14, 0.0002799867615085121)	(16, 0.0001235528769646103)	(18, 7.971153352555505e-06)	(20, 0.0)	(22, 3.985576676277752e-06)	(24, 4.981970845347189e-06)	(26, 2.0924277550458197e-05)	(28, 1.2953124197902694e-05)	(30, 0.00014646994285320738)	(32, 1.394951836697213e-05)	(34, 3.487379591743033e-05)	(36, 6.775480349672178e-05)	(38, 0.00013550960699344357)	(40, 0.00011956730028833255)	(42, 0.00010063581107601324)	(44, 5.978365014416627e-05)	(46, 6.376922682044404e-05)	(48, 0.0001235528769646103)	(50, 0.00018831849795412377)	(52, 8.369711020183279e-05)	(54, 5.3805285129749656e-05)	(56, 0.00012156008862647145)	(58, 7.07439860039301e-05)	(60, 6.675840932765234e-05)	(62, 0.00012156008862647145)	(64, 0.0001863257096159849)	(66, 7.472956268020786e-05)	(68, 7.971153352555505e-06)	(70, 1.7935095043249885e-05)	(72, 2.0924277550458197e-05)	(74, 4.1848555100916394e-05)	(76, 0.00011358893527391594)
RIBO-RRNA-KO-R2.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.015334506261978652)	(2, 0.000898747540500633)	(3, 4.7826920115333025e-05)	(4, 3.985576676277752e-06)	(5, 0.00015543749037483234)	(6, 0.013776145781554049)	(7, 0.0008887835988099387)	(8, 9.963941690694381e-05)	(9, 0.0012494782880130752)	(10, 0.0017805563801270856)	(12, 0.0007632379335071895)	(14, 0.0002799867615085121)	(16, 0.0001235528769646103)	(18, 7.971153352555505e-06)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RIBO-RRNA-KO-R2.2-filtered.unmapped.fastq.gz	(1, 0.015333581026055377)	(2, 0.0008992716618955976)	(3, 4.7961155301098537e-05)	(4, 3.996762941758211e-06)	(5, 0.0001438834659032956)	(6, 0.01376085480847352)	(7, 0.000887281373070323)	(8, 9.792069207307617e-05)	(9, 0.001099109808983508)	(10, 0.0017795586998178435)	(12, 0.0007613833404049393)	(14, 0.0002807725966585143)	(16, 0.00012389965119450456)	(18, 7.993525883516422e-06)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RIBO-RRNA-KO-R3.0-raw.fastq	(1, 0.015801674562257558)	(2, 0.0008907697301979042)	(3, 5.1347628557773926e-05)	(4, 1.1162527947342159e-05)	(5, 0.0001763679415680061)	(6, 0.01419427053784029)	(7, 0.0009197923028609939)	(8, 0.0001339503353681059)	(9, 0.001319410803375843)	(10, 0.0018641421672061405)	(12, 0.0007490056252666588)	(14, 0.0002712494291204145)	(16, 0.00014064785213651119)	(18, 1.3395033536810591e-05)	(20, 0.0)	(22, 0.0)	(24, 1.0046275152607943e-05)	(26, 3.3487583842026476e-05)	(28, 2.0092550305215886e-05)	(30, 0.00014288035772597963)	(32, 1.897629751048167e-05)	(34, 4.130135340516599e-05)	(36, 8.371895960506619e-05)	(38, 0.00012836907139443483)	(40, 0.00012167155462602953)	(42, 9.934649873134522e-05)	(44, 5.023137576303972e-05)	(46, 7.367268445245825e-05)	(48, 0.00014288035772597963)	(50, 0.00021097177820476678)	(52, 9.15327291682057e-05)	(54, 5.4696386941976574e-05)	(56, 0.00011720654344709268)	(58, 6.251015650511609e-05)	(60, 7.255643165772402e-05)	(62, 0.0001194390490365611)	(64, 0.00020315800864162729)	(66, 7.032392606825559e-05)	(68, 3.348758384202648e-06)	(70, 6.697516768405296e-06)	(72, 2.4557561484152747e-05)	(74, 5.246388135250814e-05)	(76, 0.0001272528185997006)
RIBO-RRNA-KO-R3.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.015801674562257558)	(2, 0.0008907697301979042)	(3, 5.1347628557773926e-05)	(4, 1.1162527947342159e-05)	(5, 0.0001763679415680061)	(6, 0.01419427053784029)	(7, 0.0009197923028609939)	(8, 0.0001339503353681059)	(9, 0.001319410803375843)	(10, 0.0018641421672061405)	(12, 0.0007490056252666588)	(14, 0.0002712494291204145)	(16, 0.00014064785213651119)	(18, 1.3395033536810591e-05)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RIBO-RRNA-KO-R3.2-filtered.unmapped.fastq.gz	(1, 0.01579479240971705)	(2, 0.0008930313407222762)	(3, 5.147799708424148e-05)	(4, 1.1190868931356845e-05)	(5, 0.00015891033882526717)	(6, 0.014194498152533023)	(7, 0.000922127599943804)	(8, 0.0001342904271762821)	(9, 0.0012086138445865393)	(10, 0.0018599224163915074)	(12, 0.0007464309577215016)	(14, 0.0002719381150319713)	(16, 0.00014100494853509622)	(18, 1.3429042717628212e-05)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RNA-HELA-R1.0-raw.fastq	(1, 0.019925597032225267)	(2, 0.0010135079344168174)	(3, 0.0)	(4, 0.0)	(5, 0.0001893537029078893)	(6, 0.022879204381681936)	(7, 0.0002203952935485269)	(8, 0.00040354067832828864)	(9, 9.312477192191277e-05)	(10, 0.0003267127414927106)	(12, 0.000540123677147094)	(14, 0.0007434460958432702)	(16, 0.001042221405759407)	(18, 0.0006549775625174531)	(20, 0.00019400994150398494)	(22, 0.0011097368654027938)	(24, 0.00021573905495243123)	(26, 0.0005052018876763768)	(28, 0.0009444403952413987)	(30, 0.0008707166174698844)	(32, 0.002317254741323596)	(34, 0.0002087546970582878)	(36, 3.8801988300796984e-05)	(38, 0.0007760397660159398)	(40, 0.0018981932676749886)	(42, 0.00016452043039537922)	(44, 0.0013200436419931135)	(46, 0.00026462956021143546)	(48, 0.0012820176934583323)	(50, 0.00033757729821693377)	(52, 0.0016754698548284137)	(54, 7.993209589964179e-05)	(56, 0.00035387413330326855)	(58, 0.0001489996350750604)	(60, 0.00022194737308055875)	(62, 0.0014364496068955046)	(64, 0.00030187946898020055)	(66, 5.4322783621115783e-05)	(68, 0.0005315872397209187)	(70, 0.00026618163974346734)	(72, 0.0006736025169018357)	(74, 7.760397660159397e-05)	(76, 0.0001815933052477299)
RNA-HELA-R1.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.019925597032225267)	(2, 0.0010135079344168174)	(3, 0.0)	(4, 0.0)	(5, 0.0001893537029078893)	(6, 0.022879204381681936)	(7, 0.0002203952935485269)	(8, 0.00040354067832828864)	(9, 9.312477192191277e-05)	(10, 0.0003267127414927106)	(12, 0.000540123677147094)	(14, 0.0007434460958432702)	(16, 0.001042221405759407)	(18, 0.0006549775625174531)	(20, 0.00015443197455830223)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RNA-HELA-R2.0-raw.fastq	(1, 0.01967737691551092)	(2, 0.001053223783693088)	(3, 9.105681127029578e-06)	(4, 0.0)	(5, 0.00021550112000636668)	(6, 0.02305558461363889)	(7, 0.0002534414580356566)	(8, 0.00040064996958930147)	(9, 8.19511301432662e-05)	(10, 0.00035891559775708256)	(12, 0.000500053655226041)	(14, 0.0007018962535418633)	(16, 0.00099327804960681)	(18, 0.0006381564856526563)	(20, 0.00018590765634352057)	(22, 0.001079782020313591)	(24, 0.00023219486873925425)	(26, 0.0005448232541006031)	(28, 0.0008612456732648809)	(30, 0.0008885627166459696)	(32, 0.002278696702039152)	(34, 0.000173007941413562)	(36, 4.5528405635147896e-05)	(38, 0.0007132783549506503)	(40, 0.0018560413363928625)	(42, 0.00014569089803247325)	(44, 0.001289971492995857)	(46, 0.0002504062309933134)	(48, 0.0012679660969388688)	(50, 0.0003186988394460352)	(52, 0.0016701336800493418)	(54, 7.436306253740823e-05)	(56, 0.00031794003268544946)	(58, 0.00015024373859598805)	(60, 0.00019501333747055013)	(62, 0.0014060689273654842)	(64, 0.0002579942985991714)	(66, 4.32519853533905e-05)	(68, 0.0005099181431136564)	(70, 0.00024054174310569806)	(72, 0.0006594030749490587)	(74, 5.3116473241005876e-05)	(76, 0.00019121930366762117)
RNA-HELA-R2.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.01967737691551092)	(2, 0.001053223783693088)	(3, 9.105681127029578e-06)	(4, 0.0)	(5, 0.00021550112000636668)	(6, 0.02305558461363889)	(7, 0.0002534414580356566)	(8, 0.00040064996958930147)	(9, 8.19511301432662e-05)	(10, 0.00035891559775708256)	(12, 0.000500053655226041)	(14, 0.0007018962535418633)	(16, 0.00099327804960681)	(18, 0.0006381564856526563)	(20, 0.00015631423893947192)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RNA-HELA-R3.0-raw.fastq	(1, 0.019775301867144126)	(2, 0.00097416725571509)	(3, 1.1736954888133615e-05)	(4, 0.0)	(5, 0.0002435418139287725)	(6, 0.022703672111733464)	(7, 0.00019512687501522136)	(8, 0.0003799839145033258)	(9, 6.748749060676829e-05)	(10, 0.00031836490134062433)	(12, 0.0005421006038956714)	(14, 0.0007122864497736088)	(16, 0.0010108452397405076)	(18, 0.0006411311607642988)	(20, 0.00019439331533471302)	(22, 0.0010321184704752497)	(24, 0.00022226858319403033)	(26, 0.0005024883811482205)	(28, 0.0008267217599329115)	(30, 0.0008164519244057946)	(32, 0.0021772051317487857)	(34, 0.0001870577185296295)	(36, 4.0345782427959304e-05)	(38, 0.0006895460996778499)	(40, 0.001753941196095467)	(42, 0.00013717566025506163)	(44, 0.0012910650376946977)	(46, 0.000248676731692331)	(48, 0.0012294460245319962)	(50, 0.0003124964238965575)	(52, 0.0015888902679810882)	(54, 6.822105028727664e-05)	(56, 0.0003249669384651995)	(58, 0.00012690582472794473)	(60, 0.00020906450894488004)	(62, 0.0013783586396751914)	(64, 0.00027801911891266504)	(66, 4.914849859405952e-05)	(68, 0.00046874463584483625)	(70, 0.0002274035009575888)	(72, 0.0006425982801253155)	(74, 5.648409539914302e-05)	(76, 0.00019219263629318797)
RNA-HELA-R3.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.019775301867144126)	(2, 0.00097416725571509)	(3, 1.1736954888133615e-05)	(4, 0.0)	(5, 0.0002435418139287725)	(6, 0.022703672111733464)	(7, 0.00019512687501522136)	(8, 0.0003799839145033258)	(9, 6.748749060676829e-05)	(10, 0.00031836490134062433)	(12, 0.0005421006038956714)	(14, 0.0007122864497736088)	(16, 0.0010108452397405076)	(18, 0.0006411311607642988)	(20, 0.00015844894794336605)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
